	Thermal filter C8 P13678/C8 P13661 1.5M 100nm Cu                                								
508.316282	0.486029412								
508.568298	0.488215686								
508.820314	0.489568627								
509.07233	0.490460784								
509.324346	0.491382353								
509.576362	0.492588235								
509.828378	0.493431373								
510.080394	0.494490196								
510.33241	0.494176471								
510.584426	0.493607843								
510.836442	0.494568627								
511.088458	0.495529412								
511.340474	0.4955								
511.59249	0.495362745								
511.844506	0.496235294								
512.096522	0.496852941								
512.348538	0.496960784								
512.600554	0.497990196								
512.85257	0.498392157								
513.104586	0.498588235								
513.356602	0.499147059								
513.608618	0.499176471								
513.860634	0.499294118								
514.11265	0.499186275								
514.364666	0.499519608								
514.616682	0.499862745								
514.868698	0.500235294								
515.120714	0.500441176								
515.37273	0.50022549								
515.624746	0.499803922								
515.876762	0.499460784								
516.128778	0.499696078								
516.380794	0.499068627								
516.63281	0.498647059								
516.884826	0.498813725								
517.136842	0.498519608								
517.388858	0.498098039								
517.640874	0.497578431								
517.89289	0.497470588								
518.144906	0.496264706								
518.396922	0.495696078								
518.648938	0.496009804								
518.900954	0.495333333								
519.15297	0.495303922								
519.404986	0.494764706								
519.657002	0.494431373								
519.909018	0.49454902								
520.161034	0.493607843								
520.41305	0.493627451								
520.665066	0.493872549								
520.917082	0.493372549								
521.169098	0.493215686								
521.421114	0.493735294								
521.67313	0.494058824								
521.925146	0.493892157								
522.177162	0.493921569								
522.429178	0.493598039								
522.681194	0.493676471								
522.93321	0.493627451								
523.185226	0.49372549								
523.437242	0.493686275								
523.689258	0.493029412								
523.941274	0.493156863								
524.19329	0.493294118								
524.445306	0.493176471								
524.697322	0.492931373								
524.949338	0.492754902								
525.201354	0.491970588								
525.45337	0.491009804								
525.705386	0.490921569								
525.957402	0.491039216								
526.209418	0.490813725								
526.461434	0.490480392								
526.71345	0.490235294								
526.965466	0.49027451								
527.217482	0.489784314								
527.469498	0.488529412								
527.721514	0.48772549								
527.97353	0.486833333								
528.225546	0.486098039								
528.477562	0.486098039								
528.729578	0.486313725								
528.981594	0.485637255								
529.23361	0.485156863								
529.485626	0.485078431								
529.737642	0.484627451								
529.989658	0.484696078								
530.241674	0.48495098								
530.49369	0.484431373								
530.745706	0.483401961								
530.997722	0.482901961								
531.249738	0.483264706								
531.501754	0.483313725								
531.75377	0.48295098								
532.005786	0.483205882								
532.257802	0.482617647								
532.509818	0.481803922								
532.761834	0.481745098								
533.01385	0.481666667								
533.265866	0.481813725								
533.517882	0.481352941								
533.769898	0.480980392								
534.021914	0.481029412								
534.27393	0.480196078								
534.525946	0.479558824								
534.777962	0.479196078								
535.029978	0.478441176								
535.281994	0.477676471								
535.53401	0.477068627								
535.786026	0.476568627								
536.038042	0.475833333								
536.290058	0.475137255								
536.542074	0.474029412								
536.79409	0.472558824								
537.046106	0.471313725								
537.298122	0.470421569								
537.550138	0.469470588								
537.802154	0.468872549								
538.05417	0.468166667								
538.306186	0.46727451								
538.558202	0.46654902								
538.810218	0.465696078								
539.062234	0.465166667								
539.31425	0.464647059								
539.566266	0.463529412								
539.818282	0.462745098								
540.070298	0.462460784								
540.322314	0.462323529								
540.57433	0.461990196								
540.826346	0.461382353								
541.078362	0.461009804								
541.330378	0.460343137								
541.582394	0.460480392								
541.83441	0.460794118								
542.086426	0.460441176								
542.338442	0.460352941								
542.590458	0.460343137								
542.842474	0.460117647								
543.09449	0.460264706								
543.346506	0.46004902								
543.598522	0.459784314								
543.850538	0.459637255								
544.102554	0.460294118								
544.15465	0.4672616								
550.005775	0.4767464								
555.8569	0.4870632								
561.708025	0.4964544								
567.55915	0.5061784								
573.410275	0.513916								
579.2614	0.5212376								
585.112525	0.5262816								
590.96365	0.5292664								
596.814775	0.5262712								
602.6659	0.5213936								
608.517025	0.5166408								
614.36815	0.5073744								
620.219275	0.4914312								
626.0704	0.4668768								
631.921525	0.4395768								
637.77265	0.415064								
643.623775	0.3898544								
649.4749	0.359996								
655.326025	0.3289208								
661.17715	0.292968								
667.028275	0.2519608								
672.8794	0.2101008								
678.730525	0.1710072								
684.58165	0.140192								
690.432775	0.1128608								
696.2839	0.0917904								
702.135025	0.0720824								
707.98615	0.0617344								
713.837275	0.0515632								
719.6884	0.0618384								
725.539525	0.123396								
731.39065	0.2370264								
737.241775	0.3667456								
743.0929	0.4029792								
748.944025	0.3211416								
754.79515	0.2238288								
760.646275	0.1562912								
766.4974	0.1085552								
772.348525	0.0796848								
778.19965	0.0614328								
784.050775	0.0531336								
789.9019	0.0463424								
795.753025	0.0422448								
801.60415	0.0388128								
807.455275	0.0341848								
813.3064	0.0297544								
819.157525	0.0235976								
825.00865	0.0196872								
830.859775	0.0167544								
836.7109	0.0158496								
842.562025	0.0147576								
848.41315	0.014872								
854.264275	0.01534								
860.1154	0.0157352								
865.966525	0.0183872								
871.81765	0.0241488								
877.668775	0.0214968								
883.5199	0.0161512								
889.371025	0.016744								
895.22215	0.0166192								
901.073275	0.017784								
906.9244	0.0182936								
912.775525	0.0190008								
918.62665	0.0212576								
924.477775	0.0251784								
930.3289	0.0313144								
936.180025	0.0396032								
942.03115	0.052104								
947.882275	0.065208								
953.7334	0.0761488								
959.584525	0.0804232								
965.43565	0.0750568								
971.286775	0.0692536								
977.1379	0.0773864								
982.989025	0.0932672								
988.84015	0.1005784								
994.691275	0.1026168								
1000.5424	0.0989352								
1006.393525	0.0927784								
1012.24465	0.084448								
1018.095775	0.0674128								
1023.9469	0.0645528								
1029.798025	0.0818688								
1035.64915	0.0911664								
1041.500275	0.0908128								
1047.3514	0.0934232								
1053.202525	0.0949104								
1059.05365	0.0979784								
1064.904775	0.1008904								
1070.7559	0.103168								
1076.607025	0.1013272								
1082.45815	0.0948792								
1088.309275	0.0844376								
1094.1604	0.0679952								
1100.011525	0.053196								
1105.86265	0.04498								
1111.713775	0.043108								
1117.5649	0.0405288								
1123.416025	0.0359008								
1129.26715	0.0342264								
1135.118275	0.039936								
1140.9694	0.054496								
1146.820525	0.0747032								
1152.67165	0.0936832								
1158.522775	0.107172								
1164.3739	0.11856								
1170.225025	0.1271608								
1176.07615	0.1352208								
1181.927275	0.145444								
1187.7784	0.1555008								
1193.629525	0.1613456								
1199.48065	0.1633736								
1205.331775	0.1638208								
1211.1829	0.1637792								
1217.034025	0.161304								
1222.88515	0.1513616								
1228.736275	0.1303536								
1234.5874	0.0954616								
1240.438525	0.0574392								
1246.28965	0.0337376								
1252.140775	0.0246064								
1257.9919	0.0227864								
1263.843025	0.0232856								
1269.69415	0.0261248								
1275.545275	0.0317304								
1281.3964	0.0394576								
1287.247525	0.0493688								
1293.09865	0.0607984								
1298.949775	0.0761488								
1304.8009	0.095472								
1310.652025	0.1161368								
1316.50315	0.1344824								
1322.354275	0.1494064								
1328.2054	0.1548144								
1334.056525	0.1352								
1339.90765	0.1034696								
1345.758775	0.107276								
1351.6099	0.1375296								
1357.461025	0.1550536								
1363.31215	0.1614184								
1369.163275	0.1624064								
1375.0144	0.1668888								
1380.865525	0.1680432								
1386.71665	0.1699464								
1392.567775	0.1739504								
1398.4189	0.1718392								
1404.270025	0.1524536								
1410.12115	0.135408								
1415.972275	0.1563016								
1421.8234	0.1882504								
1427.674525	0.2034968								
1433.52565	0.208364								
1439.376775	0.2093104								
1445.2279	0.2100904								
1451.079025	0.2110472								
1456.93015	0.213044								
1462.781275	0.2154672								
1468.6324	0.2121392								
1474.483525	0.2142816								
1480.33465	0.2292784								
1486.185775	0.2388568								
1492.0369	0.2441504								
1497.888025	0.2404168								
1503.73915	0.2280512								
1509.590275	0.235248								
1515.4414	0.2525016								
1521.292525	0.2578784								
1527.14365	0.261352								
1532.994775	0.2661464								
1538.8459	0.2688608								
1544.697025	0.2704416								
1550.54815	0.2699528								
1556.399275	0.2692976								
1562.2504	0.2672488								
1568.101525	0.2633176								
1573.95265	0.255164								
1579.803775	0.2509416								
1585.6549	0.253032								
1591.506025	0.2517632								
1597.35715	0.246688								
1603.208275	0.2404272								
1609.0594	0.2346968								
1614.910525	0.229736								
1620.76165	0.2262416								
1626.612775	0.2223936								
1632.4639	0.2186808								
1638.315025	0.215072								
1644.16615	0.2107144								
1650.017275	0.2062528								
1655.8684	0.1998048								
1661.719525	0.1928472								
1667.57065	0.1850264								
1673.421775	0.1768936								
1679.2729	0.1690208								
1685.124025	0.1627912								
1690.97515	0.1571752								
1696.826275	0.1471288								
1702.6774	0.1300416								
1708.528525	0.0941096								
1714.37965	0.0508664								
1720.230775	0.0334464								
1726.0819	0.042588								
1731.933025	0.06474								
1737.78415	0.1085344								
1743.635275	0.1729208								
1749.4864	0.2329912								
1755.337525	0.2620384								
1761.18865	0.2677064								
1767.039775	0.2640664								
1772.8909	0.2571712								
1778.742025	0.2508272								
1784.59315	0.24388								
1790.444275	0.2380872								
1796.2954	0.23348								
1802.146525	0.2296528								
1807.99765	0.2261584								
1813.848775	0.2233608								
1819.6999	0.220792								
1825.551025	0.2182024								
1831.40215	0.2162056								
1837.253275	0.2145104								
1843.1044	0.2129712								
1848.955525	0.2114528								
1854.80665	0.2095912								
1860.657775	0.207272								
1866.5089	0.2050984								
1872.360025	0.2023216							544.15465	0.4672616
1878.21115	0.199368							550.005775	0.4767464
1884.062275	0.1965288							555.8569	0.4870632
1889.9134	0.1939496							561.708025	0.4964544
1895.764525	0.1916616							567.55915	0.5061784
1901.61565	0.1898312							573.410275	0.513916
1907.466775	0.1884688							579.2614	0.5212376
1913.3179	0.1873144							585.112525	0.5262816
1919.169025	0.1865968							590.96365	0.5292664
1925.02015	0.1858896							596.814775	0.5262712
1930.871275	0.1850368							602.6659	0.5213936
1936.7224	0.1843296							608.517025	0.5166408
1942.573525	0.1832896							614.36815	0.5073744
1948.42465	0.1827384							620.219275	0.4914312
1954.275775	0.1821144							626.0704	0.4668768
1960.1269	0.1819272							631.921525	0.4395768
1965.978025	0.1832792							637.77265	0.415064
1971.82915	0.1845584							643.623775	0.3898544
1977.680275	0.1849432							649.4749	0.359996
1983.5314	0.1854112							655.326025	0.3289208
1989.382525	0.1863472							661.17715	0.292968
1995.23365	0.187252							667.028275	0.2519608
2001.084775	0.1877616							672.8794	0.2101008
2006.9359	0.1886352							678.730525	0.1710072
2012.787025	0.1899664							684.58165	0.140192
2018.63815	0.1908504							690.432775	0.1128608
2024.489275	0.1913808							696.2839	0.0917904
2030.3404	0.1915472							702.135025	0.0720824
2036.191525	0.1916408							707.98615	0.0617344
2042.04265	0.192452							713.837275	0.0515632
2047.893775	0.19214							719.6884	0.0618384
2053.7449	0.1914848							725.539525	0.123396
2059.596025	0.1907568							731.39065	0.2370264
2065.44715	0.1897272							737.241775	0.3667456
2071.298275	0.1884168							743.0929	0.4029792
2077.1494	0.1872104							748.944025	0.3211416
2083.000525	0.1862432							754.79515	0.2238288
2088.85165	0.1853488							760.646275	0.1562912
2094.702775	0.1848392							766.4974	0.1085552
2100.5539	0.1843088							772.348525	0.0796848
2106.405025	0.1837784							778.19965	0.0614328
2112.25615	0.1833416							784.050775	0.0531336
2118.107275	0.1834352							789.9019	0.0463424
2123.9584	0.1839552							795.753025	0.0422448
2129.809525	0.1838824							801.60415	0.0388128
2135.66065	0.1836224							807.455275	0.0341848
2141.511775	0.1835392							813.3064	0.0297544
2147.3629	0.183976							819.157525	0.0235976
2153.214025	0.1844128							825.00865	0.0196872
2159.06515	0.1848808							830.859775	0.0167544
2164.916275	0.1854424							836.7109	0.0158496
2170.7674	0.1857856							842.562025	0.0147576
2176.618525	0.1860768							848.41315	0.014872
2182.46965	0.1864616							854.264275	0.01534
2188.320775	0.1865656							860.1154	0.0157352
2194.1719	0.186576							865.966525	0.0183872
2200.023025	0.1864408							871.81765	0.0241488
2205.87415	0.1858792							877.668775	0.0214968
2211.725275	0.1855984							883.5199	0.0161512
2217.5764	0.185536							889.371025	0.016744
2223.427525	0.1853592							895.22215	0.0166192
2229.27865	0.1855776							901.073275	0.017784
2235.129775	0.1856504							906.9244	0.0182936
2240.9809	0.1859728							912.775525	0.0190008
2246.832025	0.1866072							918.62665	0.0212576
2252.68315	0.1865656							924.477775	0.0251784
2258.534275	0.1869192							930.3289	0.0313144
2264.3854	0.1876888							936.180025	0.0396032
2270.236525	0.1876056							942.03115	0.052104
2276.08765	0.1880112							947.882275	0.065208
2281.938775	0.1885104							953.7334	0.0761488
2287.7899	0.1887912							959.584525	0.0804232
2293.641025	0.1894984							965.43565	0.0750568
2299.49215	0.1900184							971.286775	0.0692536
2305.343275	0.1904448							977.1379	0.0773864
2311.1944	0.1911624							982.989025	0.0932672
2317.045525	0.1915056							988.84015	0.1005784
2322.89665	0.1918488							994.691275	0.1026168
2328.747775	0.1921816							1000.5424	0.0989352
2334.5989	0.1925872							1006.393525	0.0927784
2340.450025	0.1922024							1012.24465	0.084448
2346.30115	0.1916616							1018.095775	0.0674128
2352.152275	0.1916408							1023.9469	0.0645528
2358.0034	0.1907568							1029.798025	0.0818688
2363.854525	0.1900288							1035.64915	0.0911664
2369.70565	0.190216							1041.500275	0.0908128
2375.556775	0.1906216							1047.3514	0.0934232
2381.4079	0.1907256							1053.202525	0.0949104
2387.259025	0.1903928							1059.05365	0.0979784
2393.11015	0.1899872							1064.904775	0.1008904
2398.961275	0.1898624							1070.7559	0.103168
2404.8124	0.1901952							1076.607025	0.1013272
2410.663525	0.1907048							1082.45815	0.0948792
2416.51465	0.1914744							1088.309275	0.0844376
2422.365775	0.1918176							1094.1604	0.0679952
2428.2169	0.1920672							1100.011525	0.053196
2434.068025	0.1925352							1105.86265	0.04498
2439.91915	0.1929304							1111.713775	0.043108
2445.770275	0.1933984							1117.5649	0.0405288
2451.6214	0.1936584							1123.416025	0.0359008
2457.472525	0.1933984							1129.26715	0.0342264
2463.32365	0.193544							1135.118275	0.039936
2469.174775	0.194116							1140.9694	0.054496
2475.0259	0.194428							1146.820525	0.0747032
2480.877025	0.1945424							1152.67165	0.0936832
2486.72815	0.1949064							1158.522775	0.107172
2492.579275	0.1950728							1164.3739	0.11856
2498.4304	0.1950728							1170.225025	0.1271608
2504.281525	0.1952496							1176.07615	0.1352208
2510.13265	0.1956032							1181.927275	0.145444
2515.983775	0.1957592							1187.7784	0.1555008
2521.8349	0.1960712							1193.629525	0.1613456
2527.686025	0.1962168							1199.48065	0.1633736
2533.53715	0.1961128							1205.331775	0.1638208
2539.388275	0.196352							1211.1829	0.1637792
2545.2394	0.1968616							1217.034025	0.161304
2551.090525	0.1976416							1222.88515	0.1513616
2556.94165	0.1984008							1228.736275	0.1303536
2562.792775	0.1986816							1234.5874	0.0954616
2568.6439	0.199368							1240.438525	0.0574392
2574.495025	0.200148							1246.28965	0.0337376
2580.34615	0.2006056							1252.140775	0.0246064
2586.197275	0.2013232							1257.9919	0.0227864
2592.0484	0.202384							1263.843025	0.0232856
2597.899525	0.2028832							1269.69415	0.0261248
2603.75065	0.2031432							1275.545275	0.0317304
2609.601775	0.2034968							1281.3964	0.0394576
2615.4529	0.2036944							1287.247525	0.0493688
2621.304025	0.2041832							1293.09865	0.0607984
2627.15515	0.205244							1298.949775	0.0761488
2633.006275	0.205296							1304.8009	0.095472
2638.8574	0.2053272							1310.652025	0.1161368
2644.708525	0.2059616							1316.50315	0.1344824
2650.55965	0.2066376							1322.354275	0.1494064
2656.410775	0.2066896							1328.2054	0.1548144
2662.2619	0.2072408							1334.056525	0.1352
2668.113025	0.2081456							1339.90765	0.1034696
2673.96415	0.208156							1345.758775	0.107276
2679.815275	0.2084368							1351.6099	0.1375296
2685.6664	0.2085616							1357.461025	0.1550536
2691.517525	0.2082496							1363.31215	0.1614184
2697.36865	0.2082392							1369.163275	0.1624064
2703.219775	0.208							1375.0144	0.1668888
2709.0709	0.207948							1380.865525	0.1680432
2714.922025	0.2076464							1386.71665	0.1699464
2720.77315	0.2071264							1392.567775	0.1739504
2726.624275	0.2069184							1398.4189	0.1718392
2732.4754	0.206388							1404.270025	0.1524536
2738.326525	0.2062944							1410.12115	0.135408
2744.17765	0.2058056							1415.972275	0.1563016
2750.028775	0.2053688							1421.8234	0.1882504
2755.8799	0.2055456							1427.674525	0.2034968
2761.731025	0.2054936							1433.52565	0.208364
2767.58215	0.2055144							1439.376775	0.2093104
2773.433275	0.205608							1445.2279	0.2100904
2779.2844	0.2059512							1451.079025	0.2110472
2785.135525	0.2053168							1456.93015	0.213044
2790.98665	0.2048176							1462.781275	0.2154672
2796.837775	0.2051088							1468.6324	0.2121392
2802.6889	0.2049424							1474.483525	0.2142816
2808.540025	0.2043704							1480.33465	0.2292784
2814.39115	0.2045888							1486.185775	0.2388568
2820.242275	0.2049736							1492.0369	0.2441504
2826.0934	0.2050568							1497.888025	0.2404168
2831.944525	0.2047344							1503.73915	0.2280512
2837.79565	0.20462							1509.590275	0.235248
2843.646775	0.204568							1515.4414	0.2525016
2849.4979	0.2035904							1521.292525	0.2578784
2855.349025	0.2026752							1527.14365	0.261352
2861.20015	0.2027064							1532.994775	0.2661464
2867.051275	0.2024984							1538.8459	0.2688608
2872.9024	0.2015728							1544.697025	0.2704416
2878.753525	0.2006888							1550.54815	0.2699528
2884.60465	0.2000856							1556.399275	0.2692976
2890.455775	0.1997424							1562.2504	0.2672488
2896.3069	0.1993368							1568.101525	0.2633176
2902.158025	0.19786							1573.95265	0.255164
2908.00915	0.1973192							1579.803775	0.2509416
2913.860275	0.1990352							1585.6549	0.253032
2919.7114	0.200408							1591.506025	0.2517632
2925.562525	0.2010112							1597.35715	0.246688
2931.41365	0.2010112							1603.208275	0.2404272
2937.264775	0.1997008							1609.0594	0.2346968
2943.1159	0.1985152							1614.910525	0.229736
2948.967025	0.196716							1620.76165	0.2262416
2954.81815	0.194792							1626.612775	0.2223936
2960.669275	0.1929512							1632.4639	0.2186808
2966.5204	0.1914328							1638.315025	0.215072
2972.371525	0.1911							1644.16615	0.2107144
2978.22265	0.1927328							1650.017275	0.2062528
2984.073775	0.1950832							1655.8684	0.1998048
2989.9249	0.196612							1661.719525	0.1928472
2995.776025	0.1977352							1667.57065	0.1850264
3001.62715	0.1982344							1673.421775	0.1768936
3007.478275	0.1972256							1679.2729	0.1690208
3013.3294	0.1966432							1685.124025	0.1627912
3019.180525	0.1976624							1690.97515	0.1571752
3025.03165	0.1987024							1696.826275	0.1471288
3030.882775	0.198952							1702.6774	0.1300416
3036.7339	0.1985256							1708.528525	0.0941096
3042.585025	0.1980056							1714.37965	0.0508664
3048.43615	0.1969136							1720.230775	0.0334464
3054.287275	0.1957072							1726.0819	0.042588
3060.1384	0.1956656							1731.933025	0.06474
3065.989525	0.1951664							1737.78415	0.1085344
3071.84065	0.1942928							1743.635275	0.1729208
3077.691775	0.1937624							1749.4864	0.2329912
3083.5429	0.193232							1755.337525	0.2620384
3089.394025	0.1924624							1761.18865	0.2677064
3095.24515	0.1919112							1767.039775	0.2640664
3101.096275	0.1916512							1772.8909	0.2571712
3106.9474	0.191672							1778.742025	0.2508272
3112.798525	0.1912976							1784.59315	0.24388
3118.64965	0.1901848							1790.444275	0.2380872
3124.500775	0.1889264							1796.2954	0.23348
3130.3519	0.1889264							1802.146525	0.2296528
3136.203025	0.1886664							1807.99765	0.2261584
3142.05415	0.188084							1813.848775	0.2233608
3147.905275	0.1875848							1819.6999	0.220792
3153.7564	0.1868256							1825.551025	0.2182024
3159.607525	0.1861392							1831.40215	0.2162056
3165.45865	0.1855672							1837.253275	0.2145104
3171.309775	0.1849536							1843.1044	0.2129712
3177.1609	0.1841632							1848.955525	0.2114528
3183.012025	0.1838616							1854.80665	0.2095912
3188.86315	0.1841112							1860.657775	0.207272
3194.714275	0.1840592							1866.5089	0.2050984
3200.5654	0.1836952							1872.360025	0.2023216
3206.416525	0.1827072							1878.21115	0.199368
3212.26765	0.1822184							1884.062275	0.1965288
3218.118775	0.1820624							1889.9134	0.1939496
3223.9699	0.1811888							1895.764525	0.1916616
3229.821025	0.1804088							1901.61565	0.1898312
3235.67215	0.1803776							1907.466775	0.1884688
3241.523275	0.1797952							1913.3179	0.1873144
3247.3744	0.179452							1919.169025	0.1865968
3253.225525	0.1798576							1925.02015	0.1858896
3259.07665	0.1797328							1930.871275	0.1850368
3264.927775	0.1797328							1936.7224	0.1843296
3270.7789	0.1795144							1942.573525	0.1832896
3276.630025	0.178568							1948.42465	0.1827384
3282.48115	0.1780168							1954.275775	0.1821144
3288.332275	0.1777152							1960.1269	0.1819272
3294.1834	0.1784328							1965.978025	0.1832792
3300.034525	0.17862							1971.82915	0.1845584
3305.88565	0.1773616							1977.680275	0.1849432
3311.736775	0.1767688							1983.5314	0.1854112
3317.5879	0.176748							1989.382525	0.1863472
3323.439025	0.176696							1995.23365	0.187252
3329.29015	0.1761344							2001.084775	0.1877616
3335.141275	0.1758536							2006.9359	0.1886352
3340.9924	0.1751984							2012.787025	0.1899664
3346.843525	0.1750424							2018.63815	0.1908504
3352.69465	0.1756248							2024.489275	0.1913808
3358.545775	0.1747928							2030.3404	0.1915472
3364.3969	0.1747512							2036.191525	0.1916408
3370.248025	0.1751672							2042.04265	0.192452
3376.09915	0.1748344							2047.893775	0.19214
3381.950275	0.1745744							2053.7449	0.1914848
3387.8014	0.1753232							2059.596025	0.1907568
3393.652525	0.1752816							2065.44715	0.1897272
3399.50365	0.1746368							2071.298275	0.1884168
3405.354775	0.1745952							2077.1494	0.1872104
3411.2059	0.174096							2083.000525	0.1862432
3417.057025	0.1735656							2088.85165	0.1853488
3422.90815	0.1732952							2094.702775	0.1848392
3428.759275	0.1720576							2100.5539	0.1843088
3434.6104	0.1718704							2106.405025	0.1837784
3440.461525	0.1738048							2112.25615	0.1833416
3446.31265	0.1751776							2118.107275	0.1834352
3452.163775	0.1758328							2123.9584	0.1839552
3458.0149	0.176748							2129.809525	0.1838824
3463.866025	0.176748							2135.66065	0.1836224
3469.71715	0.1775384							2141.511775	0.1835392
3475.568275	0.1782976							2147.3629	0.183976
3481.4194	0.1783808							2153.214025	0.1844128
3487.270525	0.1792128							2159.06515	0.1848808
3493.12165	0.179452							2164.916275	0.1854424
3498.972775	0.1793168							2170.7674	0.1857856
3504.8239	0.1803256							2176.618525	0.1860768
3510.675025	0.1804088							2182.46965	0.1864616
3516.52615	0.1804608							2188.320775	0.1865656
3522.377275	0.1806584							2194.1719	0.186576
3528.2284	0.1813656							2200.023025	0.1864408
3534.079525	0.1811472							2205.87415	0.1858792
3539.93065	0.1810848							2211.725275	0.1855984
3545.781775	0.1825096							2217.5764	0.185536
3551.6329	0.1827696							2223.427525	0.1853592
3557.484025	0.1828736							2229.27865	0.1855776
3563.33515	0.1832688							2235.129775	0.1856504
3569.186275	0.1833104							2240.9809	0.1859728
3575.0374	0.1840592							2246.832025	0.1866072
3580.888525	0.1849432							2252.68315	0.1865656
3586.73965	0.1849848							2258.534275	0.1869192
3592.590775	0.18486							2264.3854	0.1876888
3598.4419	0.1848808							2270.236525	0.1876056
3604.293025	0.18512							2276.08765	0.1880112
3610.14415	0.1856088							2281.938775	0.1885104
3615.995275	0.1856088							2287.7899	0.1887912
3621.8464	0.1856088							2293.641025	0.1894984
3627.697525	0.1859832							2299.49215	0.1900184
3633.54865	0.1857024							2305.343275	0.1904448
3639.399775	0.1854008							2311.1944	0.1911624
3645.2509	0.1861496							2317.045525	0.1915056
3651.102025	0.1863472							2322.89665	0.1918488
3656.95315	0.1861392							2328.747775	0.1921816
3662.804275	0.1863264							2334.5989	0.1925872
3668.6554	0.1869192							2340.450025	0.1922024
3674.506525	0.1875328							2346.30115	0.1916616
3680.35765	0.18824							2352.152275	0.1916408
3686.208775	0.18902							2358.0034	0.1907568
3692.0599	0.1890616							2363.854525	0.1900288
3697.911025	0.1889888							2369.70565	0.190216
3703.76215	0.1891552							2375.556775	0.1906216
3709.613275	0.1892592							2381.4079	0.1907256
3715.4644	0.1898624							2387.259025	0.1903928
3721.315525	0.1894984							2393.11015	0.1899872
3727.16665	0.1903512							2398.961275	0.1898624
3733.017775	0.1912976							2404.8124	0.1901952
3738.8689	0.191048							2410.663525	0.1907048
3744.720025	0.1905176							2416.51465	0.1914744
3750.57115	0.1906736							2422.365775	0.1918176
3756.422275	0.1909336							2428.2169	0.1920672
3762.2734	0.1904344							2434.068025	0.1925352
3768.124525	0.1908504							2439.91915	0.1929304
3773.97565	0.1918488							2445.770275	0.1933984
3779.826775	0.1919528							2451.6214	0.1936584
3785.6779	0.1917344							2457.472525	0.1933984
3791.529025	0.1913496							2463.32365	0.193544
3797.38015	0.1919112							2469.174775	0.194116
3803.231275	0.1924728							2475.0259	0.194428
3809.0824	0.1924936							2480.877025	0.1945424
3814.933525	0.1938144							2486.72815	0.1949064
3820.78465	0.1943032							2492.579275	0.1950728
3826.635775	0.1940328							2498.4304	0.1950728
3832.4869	0.1946256							2504.281525	0.1952496
3838.338025	0.1953848							2510.13265	0.1956032
3844.18915	0.195676							2515.983775	0.1957592
3850.040275	0.1951144							2521.8349	0.1960712
3855.8914	0.194948							2527.686025	0.1962168
3861.742525	0.1955928							2533.53715	0.1961128
3867.59365	0.1965288							2539.388275	0.196352
3873.444775	0.1968304							2545.2394	0.1968616
3879.2959	0.1974856							2551.090525	0.1976416
3885.147025	0.1984528							2556.94165	0.1984008
3890.99815	0.1991392							2562.792775	0.1986816
3896.849275	0.1987856							2568.6439	0.199368
3902.7004	0.1992224							2574.495025	0.200148
3908.551525	0.199732							2580.34615	0.2006056
3914.40265	0.1997424							2586.197275	0.2013232
3920.253775	0.2008136							2592.0484	0.202384
3926.1049	0.2013752							2597.899525	0.2028832
3931.956025	0.2019056							2603.75065	0.2031432
3937.80715	0.2021864							2609.601775	0.2034968
3943.658275	0.2025192							2615.4529	0.2036944
3949.5094	0.2027688							2621.304025	0.2041832
3955.360525	0.2031536							2627.15515	0.205244
3961.21165	0.2045784							2633.006275	0.205296
3967.062775	0.204308							2638.8574	0.2053272
3972.9139	0.2037256							2644.708525	0.2059616
3978.765025	0.2045576							2650.55965	0.2066376
3984.61615	0.2050048							2656.410775	0.2066896
3990.467275	0.204724							2662.2619	0.2072408
3996.3184	0.2047344							2668.113025	0.2081456
4002.169525	0.2045472							2673.96415	0.208156
4008.02065	0.204464							2679.815275	0.2084368
4013.871775	0.204672							2685.6664	0.2085616
4019.7229	0.2048072							2691.517525	0.2082496
4025.574025	0.204412							2697.36865	0.2082392
4031.42515	0.2039752							2703.219775	0.208
4037.276275	0.2042456							2709.0709	0.207948
4043.1274	0.2040064							2714.922025	0.2076464
4048.978525	0.2040376							2720.77315	0.2071264
4054.82965	0.2058784							2726.624275	0.2069184
4060.680775	0.2063672							2732.4754	0.206388
4066.5319	0.205972							2738.326525	0.2062944
4072.383025	0.2056496							2744.17765	0.2058056
4078.23415	0.204464							2750.028775	0.2053688
4084.085275	0.2041624							2755.8799	0.2055456
4089.9364	0.204256							2761.731025	0.2054936
4095.787525	0.204152							2767.58215	0.2055144
4101.63865	0.2045472							2773.433275	0.205608
4107.489775	0.2039752							2779.2844	0.2059512
4113.3409	0.2041624							2785.135525	0.2053168
4119.192025	0.2043184							2790.98665	0.2048176
4125.04315	0.203788							2796.837775	0.2051088
4130.894275	0.2033928							2802.6889	0.2049424
4136.7454	0.2041416							2808.540025	0.2043704
4142.596525	0.2039752							2814.39115	0.2045888
4148.44765	0.2029456							2820.242275	0.2049736
4154.298775	0.2032576							2826.0934	0.2050568
4160.1499	0.2039232							2831.944525	0.2047344
4166.001025	0.203736							2837.79565	0.20462
4171.85215	0.2029976							2843.646775	0.204568
4177.703275	0.2024256							2849.4979	0.2035904
4183.5544	0.2024152							2855.349025	0.2026752
4189.405525	0.202956							2861.20015	0.2027064
4195.25665	0.2030288							2867.051275	0.2024984
4201.107775	0.2034656							2872.9024	0.2015728
4206.9589	0.203892							2878.753525	0.2006888
4212.810025	0.203736							2884.60465	0.2000856
