	Thermal filter C8 P13678/C8 P13661 1.5M 100nm Cu                                								
214.465626	0.722313725								
214.717642	0.721901961								
214.969658	0.721784314								
215.221674	0.721647059								
215.47369	0.722656863								
215.725706	0.723519608								
215.977722	0.723735294								
216.229738	0.722990196								
216.481754	0.722970588								
216.73377	0.723392157								
216.985786	0.722676471								
217.237802	0.722529412								
217.489818	0.722147059								
217.741834	0.720990196								
217.99385	0.721176471								
218.245866	0.721803922								
218.497882	0.722147059								
218.749898	0.721117647								
219.001914	0.718705882								
219.25393	0.717156863								
219.505946	0.716647059								
219.757962	0.715686275								
220.009978	0.714480392								
220.261994	0.714539216								
220.51401	0.715127451								
220.766026	0.714294118								
221.018042	0.712411765								
221.270058	0.710794118								
221.522074	0.707519608								
221.77409	0.705088235								
222.026106	0.707264706								
222.278122	0.70877451								
222.530138	0.709019608								
222.782154	0.709588235								
223.03417	0.710480392								
223.286186	0.709382353								
223.538202	0.708686275								
223.790218	0.709431373								
224.042234	0.709686275								
224.29425	0.710715686								
224.546266	0.710754902								
224.798282	0.710823529								
225.050298	0.712196078								
225.302314	0.711784314								
225.55433	0.710803922								
225.806346	0.709686275								
226.058362	0.7085								
226.310378	0.707862745								
226.562394	0.70945098								
226.81441	0.710009804								
227.066426	0.707921569								
227.318442	0.70522549								
227.570458	0.704735294								
227.822474	0.70577451								
228.07449	0.704862745								
228.326506	0.705617647								
228.578522	0.706166667								
228.830538	0.706019608								
229.082554	0.704754902								
229.33457	0.703647059								
229.586586	0.703215686								
229.838602	0.702529412								
230.090618	0.701823529								
230.342634	0.701803922								
230.59465	0.700647059								
230.846666	0.698745098								
231.098682	0.698843137								
231.350698	0.699264706								
231.602714	0.69954902								
231.85473	0.699921569								
232.106746	0.700235294								
232.358762	0.699656863								
232.610778	0.699323529								
232.862794	0.699705882								
233.11481	0.698921569								
233.366826	0.698313725								
233.618842	0.69945098								
233.870858	0.700382353								
234.122874	0.701176471								
234.37489	0.701794118								
234.626906	0.701411765								
234.878922	0.700715686								
235.130938	0.70077451								
235.382954	0.700588235								
235.63497	0.700058824								
235.886986	0.699813725								
236.139002	0.700578431								
236.391018	0.701127451								
236.643034	0.69945098								
236.89505	0.698568627								
237.147066	0.697882353								
237.399082	0.697186275								
237.651098	0.697068627								
237.903114	0.697235294								
238.15513	0.696745098								
238.407146	0.695490196								
238.659162	0.694647059								
238.911178	0.693921569								
239.163194	0.692823529								
239.41521	0.691294118								
239.667226	0.691362745								
239.919242	0.689784314								
240.171258	0.689215686								
240.423274	0.689588235								
240.67529	0.687696078								
240.927306	0.687117647								
241.179322	0.687872549								
241.431338	0.688637255								
241.683354	0.688764706								
241.93537	0.688215686								
242.187386	0.688382353								
242.439402	0.688745098								
242.691418	0.689588235								
242.943434	0.689931373								
243.19545	0.689460784								
243.447466	0.689382353								
243.699482	0.689892157								
243.951498	0.690039216								
244.203514	0.68877451								
244.45553	0.689990196								
244.707546	0.691666667								
244.959562	0.690068627								
245.211578	0.68627451								
245.463594	0.686823529								
245.71561	0.687941176								
245.967626	0.687990196								
246.219642	0.689098039								
246.471658	0.688921569								
246.723674	0.688813725								
246.97569	0.687990196								
247.227706	0.68577451								
247.479722	0.684058824								
247.731738	0.684872549								
247.983754	0.684284314								
248.23577	0.682205882								
248.487786	0.68254902								
248.739802	0.682911765								
248.991818	0.683186275								
249.243834	0.682764706								
249.49585	0.68127451								
249.747866	0.680607843								
249.999882	0.680529412								
250.251898	0.681284314								
250.503914	0.681794118								
250.75593	0.680823529								
251.007946	0.679705882								
251.259962	0.679480392								
251.511978	0.679362745								
251.763994	0.679617647								
252.01601	0.680372549								
252.268026	0.680480392								
252.520042	0.680833333								
252.772058	0.680676471								
253.024074	0.680147059								
253.27609	0.679205882								
253.528106	0.678235294								
253.780122	0.679411765								
254.032138	0.680558824								
254.284154	0.680392157								
254.53617	0.681598039								
254.788186	0.681215686								
255.040202	0.679970588								
255.292218	0.680215686								
255.544234	0.679509804								
255.79625	0.678578431								
256.048266	0.678029412								
256.300282	0.676980392								
256.552298	0.677019608								
256.804314	0.676039216								
257.05633	0.674333333								
257.308346	0.673931373								
257.560362	0.674117647								
257.812378	0.673127451								
258.064394	0.671617647								
258.31641	0.671705882								
258.568426	0.6705								
258.820442	0.669107843								
259.072458	0.669911765								
259.324474	0.669872549								
259.57649	0.668852941								
259.828506	0.669529412								
260.080522	0.67								
260.332538	0.669607843								
260.584554	0.669627451								
260.83657	0.669578431								
261.088586	0.669823529								
261.340602	0.670196078								
261.592618	0.669568627								
261.844634	0.669058824								
262.09665	0.669813725								
262.348666	0.670068627								
262.600682	0.670117647								
262.852698	0.671147059								
263.104714	0.670833333								
263.35673	0.669745098								
263.608746	0.669098039								
263.860762	0.668137255								
264.112778	0.668009804								
264.364794	0.668382353								
264.61681	0.667813725								
264.868826	0.666254902								
265.120842	0.665362745								
265.372858	0.665343137								
265.624874	0.664901961								
265.87689	0.662901961								
266.128906	0.660519608								
266.380922	0.661735294								
266.632938	0.662127451								
266.884954	0.662372549								
267.13697	0.662794118								
267.388986	0.662970588								
267.641002	0.661764706								
267.893018	0.659019608								
268.145034	0.659235294								
268.39705	0.660460784								
268.649066	0.659696078								
268.901082	0.659323529								
269.153098	0.658980392								
269.405114	0.658803922								
269.65713	0.658676471								
269.909146	0.658019608								
270.161162	0.658166667								
270.413178	0.659098039								
270.665194	0.660127451								
270.91721	0.660784314								
271.169226	0.661029412								
271.421242	0.661068627								
271.673258	0.661529412								
271.925274	0.661735294								
272.17729	0.661294118								
272.429306	0.66072549								
272.681322	0.660872549								
272.933338	0.660745098								
273.185354	0.660490196								
273.43737	0.660480392								
273.689386	0.660578431								
273.941402	0.659803922								
274.193418	0.659764706								
274.445434	0.660343137								
274.69745	0.659715686								
274.949466	0.659088235								
275.201482	0.657705882								
275.453498	0.656705882								
275.705514	0.656029412								
275.95753	0.655								
276.209546	0.653833333								
276.461562	0.653343137								
276.713578	0.652539216								
276.965594	0.650803922								
277.21761	0.650607843								
277.469626	0.650862745								
277.721642	0.649088235								
277.973658	0.648764706								
278.225674	0.658460784								
278.47769	0.654931373								
278.729706	0.647715686								
278.981722	0.647539216								
279.233738	0.647764706								
279.485754	0.647715686								
279.73777	0.648372549								
279.989786	0.648656863								
280.241802	0.649323529								
280.493818	0.650107843								
280.745834	0.650401961								
280.99785	0.650941176								
281.249866	0.650343137								
281.501882	0.650764706								
281.753898	0.650990196								
282.005914	0.651754902								
282.25793	0.654421569								
282.509946	0.651392157								
282.761962	0.651029412								
283.013978	0.650921569								
283.265994	0.650598039								
283.51801	0.650960784								
283.770026	0.650696078								
284.022042	0.650147059								
284.274058	0.649637255								
284.526074	0.649421569								
284.77809	0.648715686								
285.030106	0.646745098								
285.282122	0.645843137								
285.534138	0.645627451								
285.786154	0.644176471								
286.03817	0.643352941								
286.290186	0.643833333								
286.542202	0.643637255								
286.794218	0.642509804								
287.046234	0.642392157								
287.29825	0.64222549								
287.550266	0.642029412								
287.802282	0.641039216								
288.054298	0.640284314								
288.306314	0.640833333								
288.55833	0.640372549								
288.810346	0.639754902								
289.062362	0.639009804								
289.314378	0.638764706								
289.566394	0.638833333								
289.81841	0.639343137								
290.070426	0.640411765								
290.322442	0.640901961								
290.574458	0.639823529								
290.826474	0.638970588								
291.07849	0.639421569								
291.330506	0.639921569								
291.582522	0.640068627								
291.834538	0.639735294								
292.086554	0.639696078								
292.33857	0.639098039								
292.590586	0.637735294								
292.842602	0.636921569								
293.094618	0.635843137								
293.346634	0.635411765								
293.59865	0.636156863								
293.850666	0.636294118								
294.102682	0.635960784								
294.354698	0.635578431								
294.606714	0.633607843								
294.85873	0.632156863								
295.110746	0.632176471								
295.362762	0.630764706								
295.614778	0.629137255								
295.866794	0.629911765								
296.11881	0.630705882								
296.370826	0.628156863								
296.622842	0.626921569								
296.874858	0.626686275								
297.126874	0.626254902								
297.37889	0.626323529								
297.630906	0.625715686								
297.882922	0.625411765								
298.134938	0.625215686								
298.386954	0.625627451								
298.63897	0.626088235								
298.890986	0.625754902								
299.143002	0.626382353								
299.395018	0.626705882								
299.647034	0.627068627								
299.89905	0.62672549								
300.151066	0.626627451								
300.403082	0.627								
300.655098	0.625803922								
300.907114	0.624107843								
301.15913	0.623196078								
301.411146	0.623196078								
301.663162	0.622941176								
301.915178	0.622509804								
302.167194	0.622088235								
302.41921	0.6215								
302.671226	0.621245098								
302.923242	0.625892157								
303.175258	0.625								
303.427274	0.620705882								
303.67929	0.620588235								
303.931306	0.621								
304.183322	0.619764706								
304.435338	0.618941176								
304.687354	0.618313725								
304.93937	0.617598039								
305.191386	0.617029412								
305.443402	0.617245098								
305.695418	0.617715686								
305.947434	0.616931373								
306.19945	0.616607843								
306.451466	0.615735294								
306.703482	0.614235294								
306.955498	0.613960784								
307.207514	0.614352941								
307.45953	0.614794118								
307.711546	0.615235294								
307.963562	0.615784314								
308.215578	0.615813725								
308.467594	0.61577451								
308.71961	0.616284314								
308.971626	0.617254902								
309.223642	0.618137255								
309.475658	0.618568627								
309.727674	0.618284314								
309.97969	0.617813725								
310.231706	0.618019608								
310.483722	0.617637255								
310.735738	0.616754902								
310.987754	0.616196078								
311.23977	0.616186275								
311.491786	0.61545098								
311.743802	0.615352941								
311.995818	0.615882353								
312.247834	0.615382353								
312.49985	0.614117647								
312.751866	0.612862745								
313.003882	0.612862745								
313.255898	0.611941176								
313.507914	0.609696078								
313.75993	0.609215686								
314.011946	0.608735294								
314.263962	0.607196078								
314.515978	0.607147059								
314.767994	0.607382353								
315.02001	0.605666667								
315.272026	0.603911765								
315.524042	0.603647059								
315.776058	0.603637255								
316.028074	0.604421569								
316.28009	0.604892157								
316.532106	0.604568627								
316.784122	0.604039216								
317.036138	0.603666667								
317.288154	0.604490196								
317.54017	0.604382353								
317.792186	0.603656863								
318.044202	0.604578431								
318.296218	0.605696078								
318.548234	0.60595098								
318.80025	0.60604902								
319.052266	0.606156863								
319.304282	0.606441176								
319.556298	0.606392157								
319.808314	0.606186275								
320.06033	0.60595098								
320.312346	0.605490196								
320.564362	0.604598039								
320.816378	0.603794118								
321.068394	0.603764706								
321.32041	0.602519608								
321.572426	0.601696078								
321.824442	0.601960784								
322.076458	0.601039216								
322.328474	0.600009804								
322.58049	0.600156863								
322.832506	0.599490196								
323.084522	0.598529412								
323.336538	0.59795098								
323.588554	0.59672549								
323.84057	0.595117647								
324.092586	0.592666667								
324.344602	0.593117647								
324.596618	0.593480392								
324.848634	0.592480392								
325.10065	0.592176471								
325.352666	0.592411765								
325.604682	0.592205882								
325.856698	0.59195098								
326.108714	0.592558824								
326.36073	0.59295098								
326.612746	0.592284314								
326.864762	0.592127451								
327.116778	0.592352941								
327.368794	0.592313725								
327.62081	0.591539216								
327.872826	0.590068627								
328.124842	0.590235294								
328.376858	0.591058824								
328.628874	0.590588235								
328.88089	0.591029412								
329.132906	0.591186275								
329.384922	0.590352941								
329.636938	0.590696078								
329.888954	0.591107843								
330.14097	0.590666667								
330.392986	0.590058824								
330.645002	0.589								
330.897018	0.587784314								
331.149034	0.58722549								
331.40105	0.587156863								
331.653066	0.586754902								
331.905082	0.586009804								
332.157098	0.585107843								
332.409114	0.583990196								
332.66113	0.582862745								
332.913146	0.581627451								
333.165162	0.580676471								
333.417178	0.579931373								
333.669194	0.579666667								
333.92121	0.579647059								
334.173226	0.578990196								
334.425242	0.578607843								
334.677258	0.578284314								
334.929274	0.577215686								
335.18129	0.575431373								
335.433306	0.57504902								
335.685322	0.575784314								
335.937338	0.576921569								
336.189354	0.577019608								
336.44137	0.576617647								
336.693386	0.576745098								
336.945402	0.577107843								
337.197418	0.577480392								
337.449434	0.577205882								
337.70145	0.577215686								
337.953466	0.576794118								
338.205482	0.576107843								
338.457498	0.576460784								
338.709514	0.575803922								
338.96153	0.574558824								
339.213546	0.573794118								
339.465562	0.573137255								
339.717578	0.572764706								
339.969594	0.572019608								
340.22161	0.570676471								
340.473626	0.568598039								
340.725642	0.567215686								
340.977658	0.566882353								
341.229674	0.566539216								
341.48169	0.566235294								
341.733706	0.565980392								
341.985722	0.565303922								
342.237738	0.564480392								
342.489754	0.564598039								
342.74177	0.56477451								
342.993786	0.564127451								
343.245802	0.562460784								
343.497818	0.561784314								
343.749834	0.562107843								
344.00185	0.561598039								
344.253866	0.560705882								
344.505882	0.559901961								
344.757898	0.560127451								
345.009914	0.560480392								
345.26193	0.560382353								
345.513946	0.560333333								
345.765962	0.560107843								
346.017978	0.560343137								
346.269994	0.559960784								
346.52201	0.559431373								
346.774026	0.559735294								
347.026042	0.559931373								
347.278058	0.559460784								
347.530074	0.559264706								
347.78209	0.559578431								
348.034106	0.559186275								
348.286122	0.558382353								
348.538138	0.557990196								
348.790154	0.55754902								
349.04217	0.557539216								
349.294186	0.557519608								
349.546202	0.556823529								
349.798218	0.554166667								
350.050234	0.552666667								
350.30225	0.552441176								
350.554266	0.552833333								
350.806282	0.552176471								
351.058298	0.551323529								
351.310314	0.551029412								
351.56233	0.549352941								
351.814346	0.544588235								
352.066362	0.543323529								
352.318378	0.544676471								
352.570394	0.545509804								
352.82241	0.545627451								
353.074426	0.545323529								
353.326442	0.546401961								
353.578458	0.546754902								
353.830474	0.545735294								
354.08249	0.54522549								
354.334506	0.544382353								
354.586522	0.542235294								
354.838538	0.542343137								
355.090554	0.54327451								
355.34257	0.54404902								
355.594586	0.544862745								
355.846602	0.544882353								
356.098618	0.544862745								
356.350634	0.544931373								
356.60265	0.545617647								
356.854666	0.5455								
357.106682	0.544392157								
357.358698	0.543598039								
357.610714	0.542098039								
357.86273	0.5415								
358.114746	0.541813725								
358.366762	0.541284314								
358.618778	0.540058824								
358.870794	0.539382353								
359.12281	0.539441176								
359.374826	0.53927451								
359.626842	0.538794118								
359.878858	0.538656863								
360.130874	0.538490196								
360.38289	0.537607843								
360.634906	0.537470588								
360.886922	0.536578431								
361.138938	0.535372549								
361.390954	0.535401961								
361.64297	0.535166667								
361.894986	0.535098039								
362.147002	0.53522549								
362.399018	0.534058824								
362.651034	0.532666667								
362.90305	0.532411765								
363.155066	0.532431373								
363.407082	0.532137255								
363.659098	0.531676471								
363.911114	0.531715686								
364.16313	0.532323529								
364.415146	0.532813725								
364.667162	0.532588235								
364.919178	0.531852941								
365.171194	0.531470588								
365.42321	0.530921569								
365.675226	0.529872549								
365.927242	0.5295								
366.179258	0.528676471								
366.431274	0.528588235								
366.68329	0.528852941								
366.935306	0.528235294								
367.187322	0.528019608								
367.439338	0.528019608								
367.691354	0.527196078								
367.94337	0.526431373								
368.195386	0.525784314								
368.447402	0.523578431								
368.699418	0.522323529								
368.951434	0.521676471								
369.20345	0.519441176								
369.455466	0.517813725								
369.707482	0.51695098								
369.959498	0.514823529								
370.211514	0.514617647								
370.46353	0.515421569								
370.715546	0.51504902								
370.967562	0.514676471								
371.219578	0.514480392								
371.471594	0.513931373								
371.72361	0.513215686								
371.975626	0.512529412								
372.227642	0.51222549								
372.479658	0.511862745								
372.731674	0.510960784								
372.98369	0.509960784								
373.235706	0.509186275								
373.487722	0.50822549								
373.739738	0.507823529								
373.991754	0.50754902								
374.24377	0.505813725								
374.495786	0.503343137								
374.747802	0.504127451								
374.999818	0.504460784								
375.251834	0.504352941								
375.50385	0.503764706								
375.755866	0.502186275								
376.007882	0.499647059								
376.259898	0.495568627								
376.511914	0.496578431								
376.76393	0.497784314								
377.015946	0.498568627								
377.267962	0.498078431								
377.519978	0.497372549								
377.771994	0.499372549								
378.02401	0.499117647								
378.276026	0.497029412								
378.528042	0.496107843								
378.780058	0.496519608								
379.032074	0.49677451								
379.28409	0.497313725								
379.536106	0.498352941								
379.788122	0.498980392								
380.040138	0.499313725								
380.292154	0.500019608								
380.54417	0.501205882								
380.796186	0.502460784								
381.048202	0.5035								
381.300218	0.505352941								
381.552234	0.507333333								
381.80425	0.508696078								
382.056266	0.510656863								
382.308282	0.512411765								
382.560298	0.51377451								
382.812314	0.5155								
383.06433	0.517509804								
383.316346	0.51922549								
383.568362	0.52122549								
383.820378	0.523745098								
384.072394	0.524911765								
384.32441	0.526382353								
384.576426	0.529205882								
384.828442	0.53045098								
385.080458	0.530588235								
385.332474	0.530892157								
385.58449	0.532147059								
385.836506	0.534019608								
386.088522	0.535245098								
386.340538	0.535333333								
386.592554	0.534921569								
386.84457	0.534529412								
387.096586	0.535196078								
387.348602	0.536411765								
387.600618	0.537176471								
387.852634	0.537745098								
388.10465	0.538009804								
388.356666	0.537764706								
388.608682	0.536931373								
388.860698	0.537156863								
389.112714	0.538892157								
389.36473	0.539254902								
389.616746	0.538882353								
389.868762	0.539166667								
390.120778	0.539578431								
390.372794	0.539686275								
390.62481	0.540088235								
390.876826	0.541578431								
391.128842	0.541862745								
391.380858	0.541362745								
391.632874	0.541617647								
391.88489	0.542460784								
392.136906	0.542745098								
392.388922	0.543343137								
392.640938	0.544686275								
392.892954	0.54554902								
393.14497	0.545754902								
393.396986	0.545794118								
393.649002	0.546362745								
393.901018	0.54654902								
394.153034	0.545892157								
394.40505	0.545813725								
394.657066	0.545088235								
394.909082	0.544313725								
395.161098	0.544980392								
395.413114	0.545343137								
395.66513	0.545784314								
395.917146	0.546715686								
396.169162	0.547215686								
396.421178	0.546333333								
396.673194	0.545098039								
396.92521	0.545313725								
397.177226	0.544568627								
397.429242	0.542686275								
397.681258	0.543617647								
397.933274	0.543852941								
398.18529	0.541784314								
398.437306	0.540970588								
398.689322	0.542019608								
398.941338	0.541303922								
399.193354	0.540519608								
399.44537	0.539666667								
399.697386	0.539539216								
399.949402	0.540196078								
400.201418	0.540147059								
400.453434	0.540441176								
400.70545	0.539852941								
400.957466	0.53954902								
401.209482	0.539431373								
401.461498	0.539931373								
401.713514	0.541176471								
401.96553	0.540578431								
402.217546	0.539627451								
402.469562	0.539127451								
402.721578	0.538431373								
402.973594	0.538392157								
403.22561	0.538647059								
403.477626	0.53927451								
403.729642	0.539382353								
403.981658	0.53845098								
404.233674	0.536764706								
404.48569	0.534921569								
404.737706	0.53427451								
404.989722	0.533647059								
405.241738	0.532401961								
405.493754	0.533039216								
405.74577	0.532647059								
405.997786	0.530813725								
406.249802	0.529735294								
406.501818	0.528941176								
406.753834	0.52922549								
407.00585	0.529401961								
407.257866	0.528196078								
407.509882	0.527245098								
407.761898	0.526647059								
408.013914	0.525745098								
408.26593	0.525539216								
408.517946	0.524970588								
408.769962	0.524117647								
409.021978	0.524715686								
409.273994	0.524862745								
409.52601	0.523196078								
409.778026	0.522068627								
410.030042	0.521911765								
410.282058	0.521882353								
410.534074	0.522176471								
410.78609	0.522098039								
411.038106	0.521862745								
411.290122	0.521029412								
411.542138	0.520205882								
411.794154	0.519509804								
412.04617	0.519127451								
412.298186	0.51972549								
412.550202	0.519882353								
412.802218	0.519568627								
413.054234	0.518862745								
413.30625	0.518578431								
413.558266	0.518735294								
413.810282	0.5175								
414.062298	0.517323529								
414.314314	0.517245098								
414.56633	0.514862745								
414.818346	0.513558824								
415.070362	0.513205882								
415.322378	0.511911765								
415.574394	0.510901961								
415.82641	0.510352941								
416.078426	0.509137255								
416.330442	0.507431373								
416.582458	0.506911765								
416.834474	0.506441176								
417.08649	0.505833333								
417.338506	0.505578431								
417.590522	0.506019608								
417.842538	0.507352941								
418.094554	0.507578431								
418.34657	0.506411765								
418.598586	0.505058824								
418.850602	0.505490196								
419.102618	0.506392157								
419.354634	0.506								
419.60665	0.505362745								
419.858666	0.504892157								
420.110682	0.504519608								
420.362698	0.505352941								
420.614714	0.506705882								
420.86673	0.507254902								
421.118746	0.507656863								
421.370762	0.508088235								
421.622778	0.508411765								
421.874794	0.508372549								
422.12681	0.508127451								
422.378826	0.508705882								
422.630842	0.509578431								
422.882858	0.508990196								
423.134874	0.50722549								
423.38689	0.508245098								
423.638906	0.509313725								
423.890922	0.508754902								
424.142938	0.508117647								
424.394954	0.507715686								
424.64697	0.508284314								
424.898986	0.508137255								
425.151002	0.506872549								
425.403018	0.50622549								
425.655034	0.505598039								
425.90705	0.505009804								
426.159066	0.504794118								
426.411082	0.504705882								
426.663098	0.503735294								
426.915114	0.501882353								
427.16713	0.501941176								
427.419146	0.500843137								
427.671162	0.499215686								
427.923178	0.499843137								
428.175194	0.499980392								
428.42721	0.499068627								
428.679226	0.497745098								
428.931242	0.498235294								
429.183258	0.498882353								
429.435274	0.49822549								
429.68729	0.498352941								
429.939306	0.498068627								
430.191322	0.497147059								
430.443338	0.496264706								
430.695354	0.495539216								
430.94737	0.495431373								
431.199386	0.495068627								
431.451402	0.494568627								
431.703418	0.493921569								
431.955434	0.493029412								
432.20745	0.492176471								
432.459466	0.491490196								
432.711482	0.490529412								
432.963498	0.489392157								
433.215514	0.489421569								
433.46753	0.488166667								
433.719546	0.486568627								
433.971562	0.485627451								
434.223578	0.485039216								
434.475594	0.485813725								
434.72761	0.485666667								
434.979626	0.484019608								
435.231642	0.483588235								
435.483658	0.483745098								
435.735674	0.483264706								
435.98769	0.483568627								
436.239706	0.484421569								
436.491722	0.484764706								
436.743738	0.484921569								
436.995754	0.484254902								
437.24777	0.485196078								
437.499786	0.485598039								
437.751802	0.486								
438.003818	0.487411765								
438.255834	0.488392157								
438.50785	0.490803922								
438.759866	0.492862745								
439.011882	0.493931373								
439.263898	0.495107843								
439.515914	0.497235294								
439.76793	0.499117647								
440.019946	0.499735294								
440.271962	0.500941176								
440.523978	0.502696078								
440.775994	0.503970588								
441.02801	0.50554902								
441.280026	0.506490196								
441.532042	0.508039216								
441.784058	0.509490196								
442.036074	0.509803922								
442.28809	0.510921569								
442.540106	0.513598039								
442.792122	0.514176471								
443.044138	0.513284314								
443.296154	0.513352941								
443.54817	0.513617647								
443.800186	0.513980392								
444.052202	0.51445098								
444.304218	0.51404902								
444.556234	0.512205882								
444.80825	0.511745098								
445.060266	0.513029412								
445.312282	0.513911765								
445.564298	0.513990196								
445.816314	0.514009804								
446.06833	0.514588235								
446.320346	0.515411765								
446.572362	0.516205882								
446.824378	0.515656863								
447.076394	0.514852941								
447.32841	0.515686275								
447.580426	0.51622549								
447.832442	0.516803922								
448.084458	0.518284314								
448.336474	0.51872549								
448.58849	0.517862745								
448.840506	0.517970588								
449.092522	0.518245098								
449.344538	0.518901961								
449.596554	0.520107843								
449.84857	0.520794118								
450.100586	0.522303922								
450.352602	0.522529412								
450.604618	0.520676471								
450.856634	0.518843137								
451.10865	0.518519608								
451.360666	0.519107843								
451.612682	0.518392157								
451.864698	0.518735294								
452.116714	0.518068627								
452.36873	0.518078431								
452.620746	0.518431373								
452.872762	0.516803922								
453.124778	0.516666667								
453.376794	0.517029412								
453.62881	0.516519608								
453.880826	0.515117647								
454.132842	0.515470588								
454.384858	0.517990196								
454.636874	0.519107843								
454.88889	0.517843137								
455.140906	0.515882353								
455.392922	0.514568627								
455.644938	0.515598039								
455.896954	0.516264706								
456.14897	0.513656863								
456.400986	0.515098039								
456.653002	0.51827451								
456.905018	0.517696078								
457.157034	0.516803922								
457.40905	0.518088235								
457.661066	0.51922549								
457.913082	0.517039216								
458.165098	0.515019608								
458.417114	0.517176471								
458.66913	0.521529412								
458.921146	0.524401961								
459.173162	0.524892157								
459.425178	0.522990196								
459.677194	0.519843137								
459.92921	0.51627451								
460.181226	0.517970588								
460.433242	0.519862745								
460.685258	0.522303922								
460.937274	0.522627451								
461.18929	0.517401961								
461.441306	0.518392157								
461.693322	0.51972549								
461.945338	0.515843137								
462.197354	0.513294118								
462.44937	0.514794118								
462.701386	0.517911765								
462.953402	0.519539216								
463.205418	0.51804902								
463.457434	0.517431373								
463.70945	0.520264706								
463.961466	0.522382353								
464.213482	0.51954902								
464.465498	0.518								
464.717514	0.51845098								
464.96953	0.515088235								
465.221546	0.514147059								
465.473562	0.515254902								
465.725578	0.514235294								
465.977594	0.514539216								
466.22961	0.515823529								
466.481626	0.517078431								
466.733642	0.519627451								
466.985658	0.520313725								
467.237674	0.51795098								
467.48969	0.516294118								
467.741706	0.516813725								
467.993722	0.517470588								
468.245738	0.519215686								
468.497754	0.520813725								
468.74977	0.519166667								
469.001786	0.517617647								
469.253802	0.518039216								
469.505818	0.517941176								
469.757834	0.517980392								
470.00985	0.51895098								
470.261866	0.517970588								
470.513882	0.517480392								
470.765898	0.519529412								
471.017914	0.518284314								
471.26993	0.515019608								
471.521946	0.515186275								
471.773962	0.517058824								
472.025978	0.516872549								
472.277994	0.512990196								
472.53001	0.511598039								
472.782026	0.514117647								
473.034042	0.514568627								
473.286058	0.512205882								
473.538074	0.512490196								
473.79009	0.511990196								
474.042106	0.510715686								
474.294122	0.511676471								
474.546138	0.511715686								
474.798154	0.512127451								
475.05017	0.513058824								
475.302186	0.513								
475.554202	0.512058824								
475.806218	0.512078431								
476.058234	0.512862745								
476.31025	0.51377451								
476.562266	0.51345098								
476.814282	0.51372549								
477.066298	0.514333333								
477.318314	0.514294118								
477.57033	0.515911765								
477.822346	0.514196078								
478.074362	0.511401961								
478.326378	0.512176471								
478.578394	0.513343137								
478.83041	0.515058824								
479.082426	0.515313725								
479.334442	0.513568627								
479.586458	0.512470588								
479.838474	0.511813725								
480.09049	0.510823529								
480.342506	0.510803922								
480.594522	0.511676471								
480.846538	0.512284314								
481.098554	0.510892157								
481.35057	0.507627451								
481.602586	0.506205882								
481.854602	0.506617647								
482.106618	0.507088235								
482.358634	0.506852941								
482.61065	0.506607843								
482.862666	0.506931373								
483.114682	0.507411765								
483.366698	0.507656863								
483.618714	0.506656863								
483.87073	0.506245098								
484.122746	0.506411765								
484.374762	0.505833333								
484.626778	0.506294118								
484.878794	0.507098039								
485.13081	0.507705882								
485.382826	0.507343137								
485.634842	0.507294118								
485.886858	0.507931373								
486.138874	0.507705882								
486.39089	0.507117647								
486.642906	0.506480392								
486.894922	0.507284314								
487.146938	0.507509804								
487.398954	0.506735294								
487.65097	0.505852941								
487.902986	0.504294118								
488.155002	0.504470588								
488.407018	0.504892157								
488.659034	0.50422549								
488.91105	0.503970588								
489.163066	0.502833333								
489.415082	0.502882353								
489.667098	0.503882353								
489.919114	0.502568627								
490.17113	0.500607843								
490.423146	0.499303922								
490.675162	0.49927451								
490.927178	0.499196078								
491.179194	0.498107843								
491.43121	0.497539216								
491.683226	0.496627451								
491.935242	0.495960784								
492.187258	0.495362745								
492.439274	0.494607843								
492.69129	0.4945								
492.943306	0.494431373								
493.195322	0.49427451								
493.447338	0.494009804								
493.699354	0.494147059								
493.95137	0.49422549								
494.203386	0.493666667								
494.455402	0.493343137								
494.707418	0.493147059								
494.959434	0.493156863								
495.21145	0.492754902								
495.463466	0.491676471								
495.715482	0.49045098								
495.967498	0.490598039								
496.219514	0.491754902								
496.47153	0.491078431								
496.723546	0.491254902								
496.975562	0.491627451								
497.227578	0.491558824								
497.479594	0.490676471								
497.73161	0.489147059								
497.983626	0.488813725								
498.235642	0.487598039								
498.487658	0.487754902								
498.739674	0.488431373								
498.99169	0.488088235								
499.243706	0.486813725								
499.495722	0.485352941								
499.747738	0.484313725								
499.999754	0.483352941								
500.25177	0.482431373								
500.503786	0.481607843								
500.755802	0.482578431								
501.007818	0.481921569								
501.259834	0.481235294								
501.51185	0.481529412								
501.763866	0.481578431								
502.015882	0.481813725								
502.267898	0.48122549								
502.519914	0.480794118								
502.77193	0.48022549								
503.023946	0.479019608								
503.275962	0.478205882								
503.527978	0.478098039								
503.779994	0.478313725								
504.03201	0.477960784								
504.284026	0.477294118								
504.536042	0.477303922								
504.788058	0.478205882								
505.040074	0.478686275								
505.29209	0.47777451								
505.544106	0.477333333								
505.796122	0.477343137								
506.048138	0.478117647								
506.300154	0.479715686								
506.55217	0.480088235								
506.804186	0.479803922								
507.056202	0.478441176								
507.308218	0.477872549								
507.560234	0.479745098								
507.81225	0.48277451								
508.064266	0.48445098								
