# xout	st_am	st_am2	st_am3	st_am4	st_am5	st_am6	st_am7	st_am8	st_am9	st_atm	st_atm2
    146.2001038     17.6119595      3.9690285      1.5777698      1.2110409      0.9822006      0.8216220      0.7052544      0.9844577     16.7167683      2.3838520     13.3096209
    146.2833557     17.5821934      3.9549077      1.5547252      1.1825546      0.9534903      0.7988454      0.6889272      0.9558539     16.6996346      2.3853142     13.3104477
    146.3666077     17.5558987      3.9451377      1.5423586      1.1702446      0.9432796      0.7917166      0.6843551      0.9457288     16.6860485      2.3878584     13.3118134
    146.4498596     17.5316238      3.9377344      1.5350293      1.1639955      0.9381659      0.7876123      0.6814712      0.9407121     16.6747990      2.3897917     13.3161726
    146.5331268     17.5083656      3.9312377      1.5284787      1.1566763      0.9291590      0.7773420      0.6727219      0.9318470     16.6649876      2.3909309     13.3212004
    146.6163788     17.4862385      3.9259052      1.5238212      1.1514394      0.9224249      0.7692974      0.6657172      0.9251707     16.6564064      2.3909709     13.3267288
    146.6996460     17.4658451      3.9225965      1.5242391      1.1556870      0.9310933      0.7806491      0.6758835      0.9336406     16.6491089      2.3928113     13.3337202
    146.7828979     17.4463978      3.9201775      1.5260686      1.1619313      0.9422981      0.7950688      0.6885309      0.9447819     16.6427555      2.3961027     13.3415117
    146.8661652     17.4270973      3.9174392      1.5253208      1.1621257      0.9431553      0.7961898      0.6891825      0.9456760     16.6369953      2.4012988     13.3502703
    146.9494171     17.4081898      3.9147182      1.5232776      1.1595087      0.9397913      0.7924505      0.6860183      0.9424073     16.6319389      2.4036360     13.3589401
    147.0326691     17.3894672      3.9117312      1.5189881      1.1516880      0.9276900      0.7778143      0.6734913      0.9305086     16.6275234      2.4044018     13.3676376
    147.1159210     17.3715401      3.9093819      1.5155126      1.1448127      0.9167638      0.7643205      0.6618829      0.9196944     16.6239223      2.4032595     13.3763952
    147.1991730     17.3550224      3.9085553      1.5158384      1.1449902      0.9169537      0.7645810      0.6624013      0.9198691     16.6213779      2.4049478     13.3865776
    147.2824402     17.3395119      3.9086702      1.5178429      1.1474677      0.9201663      0.7684354      0.6661270      0.9230453     16.6197701      2.4072149     13.3974295
    147.3656921     17.3248749      3.9095309      1.5206428      1.1503551      0.9231219      0.7713351      0.6684799      0.9259571     16.6190281      2.4098456     13.4090509
    147.4489594     17.3114643      3.9116616      1.5259016      1.1575065      0.9330689      0.7832175      0.6787655      0.9356843     16.6193275      2.4120569     13.4214153
    147.5322113     17.2990990      3.9147587      1.5322574      1.1658878      0.9444992      0.7970586      0.6906528      0.9470198     16.6207218      2.4140358     13.4342813
    147.6154785     17.2873402      3.9182057      1.5372139      1.1697062      0.9471247      0.7986256      0.6911145      0.9496337     16.6232452      2.4157310     13.4478045
    147.6987152     17.2766628      3.9227362      1.5427517      1.1730013      0.9482989      0.7983162      0.6903985      0.9508258     16.6273270      2.4179623     13.4630909
    147.7819824     17.2671986      3.9285076      1.5485206      1.1737157      0.9431805      0.7887847      0.6811611      0.9458088     16.6332741      2.4203291     13.4795837
    147.8652344     17.2599201      3.9370027      1.5583837      1.1785769      0.9421424      0.7826541      0.6744677      0.9446986     16.6418629      2.4228001     13.4976330
    147.9485016     17.2562542      3.9503365      1.5777965      1.1978052      0.9619639      0.8017238      0.6905823      0.9642551     16.6543217      2.4256361     13.5173912
    148.0317535     17.2555733      3.9676807      1.6019050      1.2200001      0.9832383      0.8216805      0.7072459      0.9853467     16.6707573      2.4296541     13.5398865
    148.1150055     17.2583046      3.9897709      1.6298646      1.2412958      0.9994078      0.8342975      0.7167615      1.0013547     16.6921978      2.4355118     13.5664606
    148.1982727     17.2663918      4.0196252      1.6658722      1.2647667      1.0130194      0.8417045      0.7206538      1.0148413     16.7213783      2.4397790     13.6002197
    148.2815247     17.2835197      4.0628076      1.7177584      1.2948269      1.0250618      0.8425595      0.7169041      1.0267268     16.7631950      2.4434032     13.6401730
    148.3647766     17.3187065      4.1325426      1.8071530      1.3523419      1.0570171      0.8582845      0.7240282      1.0583384     16.8281918      2.4463303     13.6886921
    148.4480286     17.3926983      4.2578921      1.9742664      1.4682425      1.1291748      0.9026586      0.7520489      1.1298506     16.9381580      2.4567125     13.7696943
    148.5312958     17.5986271      4.5565081      2.3583972      1.7699919      1.3337489      1.0308710      0.8340565      1.3319182     17.1713696      2.4816148     13.8951302
    148.6145477     18.0483303      5.1552472      3.0888329      2.4053948      1.8053945      1.3445565      1.0342245      1.8036672     17.6108932      2.5288856     14.0867424
    148.6978149     18.3184299      5.5247059      3.5469000      2.7946963      2.0823805      1.5268252      1.1509274      2.0827606     17.8871346      3.6078997     15.0319376
    148.7810669     18.3245029      5.5461812      3.5742617      2.8168070      2.0963566      1.5367103      1.1576942      2.0977681     17.9082031      4.3752246     15.6919622
    148.8643341     18.0815468      5.2364845      3.1875253      2.4913657      1.8647414      1.3882595      1.0633578      1.8677523     17.6858482      4.3705883     15.6915960
    148.9475708     17.6113930      4.6369615      2.4559700      1.8534902      1.3912531      1.0731379      0.8623323      1.3937521     17.2543850      3.3032014     14.7985229
    149.0308380     17.3482227      4.2906809      2.0144455      1.4977527      1.1472980      0.9154588      0.7609137      1.1491299     16.9941521      2.5188711     14.1008892
    149.1140900     17.2470798      4.1537991      1.8293761      1.3673177      1.0655124      0.8634170      0.7268906      1.0674368     16.8830948      2.4821036     13.9592609
    149.1973419     17.1902962      4.0797958      1.7297271      1.2991343      1.0222489      0.8355738      0.7089589      1.0243320     16.8227692      2.4713473     13.9016933
    149.2806091     17.1542053      4.0358720      1.6726893      1.2632649      1.0036077      0.8273491      0.7061248      1.0057400     16.7887611      2.4666235     13.8700562
    149.3638611     17.1297150      4.0086694      1.6383299      1.2440253      0.9972896      0.8290230      0.7108529      0.9994813     16.7701359      2.4655311     13.8612309
    149.4471283     17.1121025      3.9911530      1.6146580      1.2297149      0.9911213      0.8284230      0.7127184      0.9934262     16.7609711      2.4662478     13.8691959
    149.5303802     17.0992107      3.9799416      1.5963063      1.2160535      0.9815567      0.8221322      0.7088116      0.9840279     16.7583294      2.4672105     13.8845530
    149.6136322     17.0901356      3.9735463      1.5814077      1.2023680      0.9690191      0.8114944      0.7004641      0.9715831     16.7606392      2.4681163     13.9082632
    149.6968842     17.0852680      3.9724960      1.5730999      1.1961374      0.9658715      0.8118694      0.7020548      0.9684176     16.7678280      2.4683867     13.9376087
    149.7801514     17.0845108      3.9767199      1.5714898      1.1964926      0.9681128      0.8154353      0.7053640      0.9706171     16.7797642      2.4691308     13.9756784
    149.8634033     17.0897713      3.9888771      1.5844725      1.2169609      0.9928383      0.8390019      0.7236080      0.9948266     16.7968731      2.4708858     14.0275278
    149.9466705     17.1012592      4.0092378      1.6116612      1.2577558      1.0402633      0.8836636      0.7579186      1.0421318     16.8193264      2.4748626     14.1129570
    150.0299225     17.1126404      4.0287380      1.6246829      1.2721570      1.0524218      0.8909389      0.7610703      1.0544025     16.8445702      2.4788489     14.2214079
    150.1131744     17.1260624      4.0504436      1.6309289      1.2754511      1.0554858      0.8944419      0.7647941      1.0574627     16.8740540      2.4822123     14.3612375
    150.1964417     17.1414070      4.0744724      1.6274333      1.2595919      1.0358999      0.8779708      0.7546628      1.0381466     16.9083328      2.4837074     14.5865660
    150.2796783     17.1611919      4.1046510      1.6216007      1.2305760      0.9953982      0.8376803      0.7242782      0.9977520     16.9491653      2.4847243     14.9145870
    150.3629456     17.1947212      4.1543508      1.6479001      1.2378982      0.9923878      0.8310192      0.7196696      0.9946150     17.0024014      2.4854369     15.4027319
    150.4461975     17.2458057      4.2285166      1.7131207      1.2774489      1.0114942      0.8380652      0.7234516      1.0133350     17.0735054      2.4864883     16.5975819
    150.5294647     17.3358746      4.3546972      1.8661051      1.4031237      1.1015618      0.8976250      0.7667680      1.1020206     17.1850014      2.4881785     19.8256054
    150.6127167     17.4700413      4.5392561      2.1208336      1.6451657      1.3041487      1.0562840      0.8911391      1.3044254     17.3417034      2.4909294     26.5460186
    150.6959839     17.5431633      4.6474433      2.2743924      1.7885555      1.4209287      1.1492164      0.9655137      1.4218057     17.4339104      2.5416369     91.8604736
    150.7792358     17.5309849      4.6476884      2.2759457      1.7905732      1.4232073      1.1527419      0.9690769      1.4245851     17.4358959      2.5806375    139.8535614
    150.8625031     17.4335861      4.5401745      2.1273727      1.6550452      1.3167431      1.0751851      0.9107662      1.3188398     17.3476372      2.5826957    137.1357269
    150.9457397     17.2773571      4.3591795      1.8856925      1.4342432      1.1426052      0.9477800      0.8161753      1.1445440     17.1969738      2.5370975     72.3468781
    151.0289917     17.1634369      4.2339702      1.7386409      1.3167155      1.0614688      0.8937122      0.7775109      1.0635271     17.0910015      2.5028429     21.5471764
    151.1122589     17.0843925      4.1552882      1.6669950      1.2682745      1.0310493      0.8740665      0.7633350      1.0334909     17.0228958      2.5055940     17.4776917
    151.1955109     17.0189095      4.0955048      1.6205982      1.2334918      1.0028341      0.8501423      0.7429863      1.0058448     16.9706364      2.5095463     16.0215340
    151.2787781     16.9607773      4.0461788      1.5815735      1.1946902      0.9609127      0.8068711      0.7028571      0.9645998     16.9275436      2.5150158     15.2444725
    151.3620300     16.9109497      4.0084352      1.5575656      1.1729640      0.9390391      0.7844137      0.6817704      0.9439090     16.8926334      2.5229447     14.8597822
    151.4452972     16.8680897      3.9802480      1.5464772      1.1678394      0.9384482      0.7868561      0.6856263      0.9505806     16.8640671      2.5493746     14.6476994
    151.5285492     16.8298512      3.9582231      1.5407723      1.1674041      0.9422810      0.7939643      0.6939690      0.9635279     16.8400593      2.6710527     14.4960690
    151.6118011     16.7948322      3.9403365      1.5366145      1.1660789      0.9424800      0.7950164      0.6951959      0.9659199     16.8196259      2.9687047     14.3991642
    151.6950531     16.7625942      3.9257870      1.5338182      1.1649039      0.9417577      0.7943359      0.6942002      0.9636874     16.8021774      3.0117478     14.3365002
    151.7783203     16.7330799      3.9144363      1.5338893      1.1668143      0.9434103      0.7939839      0.6910673      0.9568374     16.7873211      2.9083395     14.2882538
    151.8615723     16.7073002      3.9076819      1.5431652      1.1851333      0.9679742      0.8189845      0.7091827      0.9727587     16.7751579      2.6139174     14.2554855
    151.9448242     16.6827660      3.9017775      1.5499597      1.1982331      0.9856576      0.8380814      0.7243767      0.9890814     16.7646084      2.5506551     14.2356205
    152.0280914     16.6586113      3.8954296      1.5505948      1.1996601      0.9873033      0.8397097      0.7255326      0.9904684     16.7553596      2.5371966     14.2213469
    152.1113434     16.6348743      3.8886790      1.5458806      1.1913364      0.9758553      0.8275173      0.7158365      0.9791901     16.7473373      2.5342526     14.2131882
    152.1945953     16.6112747      3.8811262      1.5348877      1.1707364      0.9473011      0.7969701      0.6913370      0.9509158     16.7403412      2.5339007     14.2026911
    152.2778473     16.5903378      3.8765626      1.5309722      1.1629722      0.9368411      0.7863719      0.6835816      0.9404973     16.7351894      2.5344427     14.1936960
    152.3611145     16.5717869      3.8745995      1.5330076      1.1652677      0.9398033      0.7899721      0.6871753      0.9433656     16.7317581      2.5357516     14.1885996
    152.4443665     16.5547314      3.8739481      1.5365057      1.1689962      0.9439285      0.7943749      0.6910908      0.9474266     16.7297268      2.5375292     14.1949091
    152.5276337     16.5389061      3.8742471      1.5401818      1.1717094      0.9452738      0.7940580      0.6899462      0.9487637     16.7289772      2.5393569     14.2042313
    152.6108856     16.5244160      3.8756473      1.5445123      1.1745678      0.9463460      0.7932572      0.6883013      0.9498349     16.7296200      2.5410953     14.2150211
    152.6941528     16.5113125      3.8782909      1.5496901      1.1776119      0.9469820      0.7918994      0.6861945      0.9504652     16.7316799      2.5430329     14.2289658
    152.7774048     16.4998398      3.8826110      1.5568289      1.1825805      0.9496481      0.7925752      0.6857871      0.9530597     16.7354546      2.5451481     14.2443848
    152.8606415     16.4904518      3.8892412      1.5674664      1.1921189      0.9586869      0.8012707      0.6930045      0.9619338     16.7412148      2.5475419     14.2614985
    152.9439087     16.4833736      3.8986626      1.5821426      1.2064583      0.9735547      0.8161353      0.7051334      0.9764942     16.7491970      2.5515354     14.2857294
    153.0271606     16.4789848      3.9114468      1.6014119      1.2262366      0.9955236      0.8398816      0.7253942      0.9981746     16.7598553      2.5565314     14.3131104
    153.1104279     16.4768982      3.9271319      1.6219432      1.2431796      1.0101433      0.8532776      0.7360325      1.0126340     16.7735233      2.5629132     14.3439522
    153.1936798     16.4781227      3.9473326      1.6460291      1.2594502      1.0195746      0.8576795      0.7373995      1.0219482     16.7912712      2.5657992     14.3733330
    153.2769470     16.4847889      3.9753480      1.6792848      1.2816883      1.0326040      0.8641185      0.7402133      1.0347815     16.8149796      2.5677037     14.4050179
    153.3601990     16.5000629      4.0160880      1.7292302      1.3166275      1.0553973      0.8782663      0.7486640      1.0573583     16.8475227      2.5691056     14.4421482
    153.4434662     16.5301609      4.0788732      1.8101356      1.3760035      1.0963664      0.9059160      0.7665832      1.0978961     16.8940754      2.5755141     14.4925137
    153.5267029     16.6033020      4.2023978      1.9774491      1.5184517      1.2077947      0.9865471      0.8219015      1.2080083     16.9724483      2.5861318     14.5565281
    153.6099701     16.7352448      4.4069896      2.2484758      1.7593735      1.4027498      1.1316549      0.9218235      1.4029933     17.0968037      2.6033814     14.6434584
    153.6932220     16.8724041      4.6212535      2.5092590      1.9538591      1.5337601      1.2157142      0.9750775      1.5339534     17.2452278      2.6881404     14.7951574
    153.7764740     17.1372814      4.9981418      2.9428024      2.2892423      1.7695736      1.3719290      1.0768697      1.7680607     17.5049324      2.7759731     14.9802532
    153.8597412     17.6102962      5.6257448      3.6376271      2.8504229      2.1661644      1.6279933      1.2377201      2.1636446     17.9537392      2.8385100     15.2064075
    153.9429932     18.0579758      6.2081003      4.2737150      3.3626440      2.5112741      1.8359264      1.3601656      2.5106623     18.4100304      3.0456815     15.6517839
    154.0262604     18.1665192      6.3618994      4.4502873      3.5029311      2.5997174      1.8880352      1.3914272      2.6010034     18.5588284      3.2238779     16.0285587
    154.1095123     17.9104977      6.0413957      4.0858574      3.1970999      2.3760674      1.7426177      1.3013946      2.3787837     18.3759975      3.2686043     16.1493740
    154.1927643     17.3410072      5.3203096      3.2643263      2.5006797      1.8649546      1.4043236      1.0871739      1.8682202     17.8973866      3.0380096     15.7757273
    154.2760162     16.7958641      4.6253448      2.4657674      1.8357694      1.3870614      1.0910898      0.8888592      1.3891575     17.4001884      2.8019681     15.3448486
    154.3592834     16.5645561      4.3166313      2.0977852      1.5653564      1.2132630      0.9807615      0.8169083      1.2151707     17.1664581      2.6923585     15.0366259
    154.4425354     16.4488945      4.1624565      1.9117594      1.4342690      1.1225919      0.9132966      0.7674341      1.1247351     17.0473557      2.6396904     14.8889246
    154.5258026     16.3754654      4.0693183      1.8010672      1.3565739      1.0683457      0.8733242      0.7389118      1.0707237     16.9763355      2.6111279     14.7993021
    154.6090546     16.3240948      4.0088949      1.7313861      1.3089421      1.0370464      0.8524897      0.7253536      1.0396668     16.9315376      2.6067655     14.7559109
    154.6923065     16.2848244      3.9667566      1.6839499      1.2761844      1.0152950      0.8380126      0.7160583      1.0181471     16.9021282      2.6051788     14.7289963
    154.7755585     16.2531834      3.9361122      1.6502247      1.2525879      0.9994640      0.8274711      0.7093881      1.0025190     16.8826008      2.6046586     14.7101974
    154.8588104     16.2267208      3.9131768      1.6255385      1.2351162      0.9876500      0.8196207      0.7044943      0.9908855     16.8697529      2.6050615     14.7009068
    154.9420776     16.2039413      3.8956637      1.6071126      1.2219558      0.9787000      0.8136820      0.7008324      0.9820936     16.8616409      2.6059341     14.7006836
    155.0253296     16.1839695      3.8821211      1.5932236      1.2119768      0.9719042      0.8091975      0.6981055      0.9754298     16.8570328      2.6068439     14.7021208
    155.1085968     16.1661911      3.8716073      1.5827680      1.2044473      0.9667885      0.8058491      0.6960928      0.9704238     16.8550892      2.6075799     14.7023544
    155.1918488     16.1502037      3.8635080      1.5750604      1.1989219      0.9630764      0.8034681      0.6946945      0.9667998     16.8552971      2.6089094     14.7085772
    155.2751160     16.1357613      3.8574402      1.5697126      1.1951560      0.9606321      0.8019959      0.6938931      0.9644217     16.8572712      2.6106732     14.7193651
    155.3583679     16.1227322      3.8532190      1.5666010      1.1930969      0.9594432      0.8014256      0.6936769      0.9632721     16.8607845      2.6131043     14.7373142
    155.4416199     16.1111183      3.8508394      1.5659035      1.1929275      0.9596599      0.8018633      0.6940868      0.9634969     16.8657646      2.6155939     14.7564354
    155.5248718     16.1010380      3.8505478      1.5682883      1.1952431      0.9617516      0.8036631      0.6953541      0.9655577     16.8722439      2.6181598     14.7763872
    155.6081238     16.0928974      3.8530300      1.5754490      1.2016486      0.9671564      0.8080648      0.6984860      0.9708471     16.8804665      2.6208704     14.7975998
    155.6913910     16.0876942      3.8598948      1.5914018      1.2161024      0.9792910      0.8178785      0.7056792      0.9827272     16.8911228      2.6238818     14.8210211
    155.7746429     16.0881977      3.8754144      1.6268479      1.2505897      1.0105062      0.8442646      0.7257773      1.0133923     16.9058876      2.6274331     14.8467817
    155.8579102     16.1010590      3.9096441      1.7027752      1.3236837      1.0714774      0.8916635      0.7600087      1.0734525     16.9276657      2.6320894     14.8767910
    155.9411621     16.1633110      4.0136843      1.8993815      1.5252361      1.2453992      1.0246224      0.8528250      1.2458823     16.9756126      2.6429217     14.9181480
    156.0244293     16.2294369      4.1225276      2.1022272      1.7347351      1.4244642      1.1623479      0.9484196      1.4254576     17.0254593      2.6926162     14.9784136
    156.1076660     16.2383900      4.1489925      2.1559412      1.7849078      1.4601123      1.1855686      0.9618565      1.4616127     17.0434189      2.8320110     15.0770988
    156.1909332     16.2081089      4.1168036      2.0926571      1.7195710      1.4031943      1.1413027      0.9295496      1.4055009     17.0398140      2.8596053     15.1082258
    156.2741852     16.1242466      4.0075994      1.8962039      1.5193161      1.2331353      1.0129710      0.8410670      1.2358586     17.0069675      2.8191071     15.1005192
    156.3574524     16.0509853      3.9131815      1.7342941      1.3699316      1.1219124      0.9393668      0.7964171      1.1239854     16.9791203      2.6841009     15.0413656
    156.4407043     16.0266914      3.8880501      1.6927722      1.3491155      1.1228105      0.9520098      0.8107787      1.1250092     16.9777775      2.6702757     15.0391502
    156.5239563     16.0098152      3.8742456      1.6713735      1.3380430      1.1216682      0.9565072      0.8162351      1.1238500     16.9809170      2.6838677     15.0525303
    156.6072235     15.9939346      3.8620536      1.6494033      1.3195170      1.1101441      0.9519681      0.8147169      1.1126751     16.9852543      2.6852331     15.0668850
    156.6904755     15.9745865      3.8446882      1.6078347      1.2642708      1.0496086      0.8955219      0.7697490      1.0527589     16.9887276      2.6704628     15.0770731
    156.7737274     15.9583855      3.8319483      1.5774779      1.2243379      1.0070186      0.8563545      0.7397828      1.0104274     16.9944439      2.6571298     15.0887699
    156.8569794     15.9469023      3.8261940      1.5666584      1.2135010      0.9988109      0.8514929      0.7377799      1.0023619     17.0029144      2.6583917     15.1070852
    156.9402466     15.9365196      3.8220515      1.5590132      1.2028614      0.9853307      0.8371297      0.7261204      0.9890932     17.0125561      2.6616714     15.1272306
    157.0234985     15.9281616      3.8208914      1.5600700      1.2043375      0.9856461      0.8360115      0.7251120      0.9893229     17.0238571      2.6650670     15.1478395
    157.1067657     15.9230528      3.8244836      1.5764989      1.2291666      1.0122117      0.8576493      0.7414171      1.0154148     17.0381088      2.6673417     15.1683569
    157.1900177     15.9185524      3.8288198      1.5947754      1.2555745      1.0376375      0.8755782      0.7534268      1.0408384     17.0530586      2.6718969     15.1945915
    157.2732849     15.9116850      3.8294337      1.6002623      1.2641171      1.0469203      0.8841900      0.7604218      1.0500273     17.0654049      2.6764195     15.2215137
    157.3565369     15.9028578      3.8268504      1.5946360      1.2582783      1.0439166      0.8855703      0.7633117      1.0472224     17.0755005      2.6792066     15.2460566
    157.4397736     15.8907509      3.8191111      1.5710199      1.2236553      1.0057734      0.8523319      0.7380373      1.0096899     17.0826111      2.6773038     15.2639360
    157.5230408     15.8786631      3.8112311      1.5468129      1.1882117      0.9664361      0.8170087      0.7109586      0.9708056     17.0897903      2.6754761     15.2813797
    157.6062927     15.8695402      3.8076425      1.5370924      1.1753315      0.9520110      0.8023221      0.6991401      0.9567281     17.0998135      2.6773407     15.3026257
    157.6895599     15.8615122      3.8056350      1.5324737      1.1691812      0.9440802      0.7928944      0.6910453      0.9489939     17.1110363      2.6796038     15.3256578
    157.7728119     15.8542614      3.8046844      1.5309764      1.1677454      0.9428784      0.7919430      0.6905144      0.9478472     17.1230183      2.6819842     15.3493843
    157.8560791     15.8474369      3.8042688      1.5306876      1.1675467      0.9428040      0.7919755      0.6906318      0.9478051     17.1355114      2.6843722     15.3735981
    157.9393311     15.8409863      3.8042953      1.5312676      1.1681473      0.9434080      0.7925512      0.6910957      0.9484139     17.1484280      2.6868446     15.3983984
    158.0225830     15.8349428      3.8048322      1.5329810      1.1699827      0.9452808      0.7943097      0.6923702      0.9502404     17.1617737      2.6893685     15.4236183
    158.1058350     15.8295975      3.8063316      1.5375000      1.1764584      0.9544551      0.8055390      0.7021906      0.9591492     17.1756687      2.6919627     15.4494934
    158.1891022     15.8249331      3.8087964      1.5446720      1.1856989      0.9658774      0.8185380      0.7131119      0.9703229     17.1901398      2.6951342     15.4760399
    158.2723541     15.8216295      3.8132703      1.5582093      1.2020847      0.9821043      0.8326150      0.7234128      0.9860727     17.2056103      2.6984267     15.5031376
    158.3556061     15.8238583      3.8259561      1.5973631      1.2565480      1.0414516      0.8864174      0.7653896      1.0443937     17.2241058      2.7015803     15.5312109
    158.4388733     15.8277283      3.8409619      1.6435746      1.3213952      1.1107024      0.9480667      0.8128316      1.1133182     17.2436867      2.7116351     15.5640144
    158.5221252     15.8252716      3.8462262      1.6600504      1.3433325      1.1321650      0.9655404      0.8255295      1.1348153     17.2601471      2.7217851     15.5969286
    158.6053925     15.8178539      3.8437190      1.6516302      1.3312938      1.1192890      0.9543003      0.8170283      1.1223108     17.2740364      2.7264147     15.6262064
    158.6886292     15.8040991      3.8314371      1.6132840      1.2770984      1.0614644      0.9033820      0.7783405      1.0651509     17.2847595      2.7218063     15.6482697
    158.7718964     15.7896338      3.8179395      1.5713006      1.2174287      0.9964600      0.8440147      0.7322481      1.0006531     17.2951298      2.7163651     15.6690750
    158.8551483     15.7814274      3.8137581      1.5580955      1.2007486      0.9804643      0.8304785      0.7222149      0.9847578     17.3087349      2.7165749     15.6925526
    158.9384155     15.7760429      3.8138285      1.5594208      1.2068048      0.9924686      0.8459025      0.7358335      0.9965557     17.3239288      2.7185476     15.7185450
    159.0216675     15.7713490      3.8149056      1.5635856      1.2138429      1.0007566      0.8532183      0.7407787      1.0046771     17.3399372      2.7211776     15.7456818
    159.1049347     15.7679224      3.8178203      1.5741673      1.2318647      1.0242140      0.8770058      0.7609811      1.0277357     17.3573132      2.7241087     15.7738590
    159.1881866     15.7639313      3.8197711      1.5807292      1.2416155      1.0351597      0.8871037      0.7694221      1.0387094     17.3745041      2.7309668     15.8049126
    159.2714386     15.7586718      3.8196864      1.5792788      1.2354234      1.0225168      0.8703531      0.7542993      1.0262897     17.3907585      2.7375784     15.8360243
    159.3546906     15.7552900      3.8223426      1.5872066      1.2473086      1.0360521      0.8826292      0.7630320      1.0394711     17.4072437      2.7398827     15.8646641
    159.4379425     15.7525826      3.8259037      1.5979735      1.2645164      1.0561812      0.9025059      0.7771044      1.0596073     17.4236145      2.7408326     15.8918924
    159.5212097     15.7479944      3.8264709      1.5990385      1.2660117      1.0575778      0.9040064      0.7775187      1.0611250     17.4399624      2.7419777     15.9193239
    159.6044617     15.7424688      3.8254514      1.5948405      1.2595985      1.0502732      0.8973545      0.7727840      1.0541036     17.4568081      2.7449710     15.9486628
    159.6877289     15.7346220      3.8207622      1.5780121      1.2309302      1.0137024      0.8602124      0.7435459      1.0181795     17.4734230      2.7450171     15.9772034
    159.7709808     15.7271338      3.8165329      1.5633171      1.2066129      0.9838539      0.8293723      0.7195345      0.9884318     17.4909134      2.7449155     16.0060635
    159.8542480     15.7231140      3.8174412      1.5664301      1.2136494      0.9949218      0.8411539      0.7303256      0.9993525     17.5100307      2.7472405     16.0366726
    159.9375000     15.7192478      3.8185096      1.5696540      1.2195026      1.0029589      0.8497680      0.7379817      1.0072374     17.5288143      2.7502599     16.0682755
    160.0207520     15.7153273      3.8193893      1.5718247      1.2242324      1.0117385      0.8618240      0.7493457      1.0158545     17.5472107      2.7533634     16.0998268
    160.1040039     15.7105265      3.8188183      1.5680990      1.2175606      1.0039353      0.8560566      0.7452874      1.0084379     17.5648117      2.7560241     16.1302319
    160.1872711     15.7055273      3.8178275      1.5626081      1.2070869      0.9898219      0.8422024      0.7342567      0.9954336     17.5824547      2.7583065     16.1603928
    160.2705231     15.7018614      3.8187048      1.5643544      1.2112963      0.9977063      0.8525617      0.7436575      1.0037270     17.6013317      2.7606614     16.1908989
    160.3537750     15.6981907      3.8194752      1.5656129      1.2135059      1.0007291      0.8558179      0.7465454      1.0068319     17.6207275      2.7636285     16.2227345
    160.4370422     15.6943684      3.8198888      1.5653152      1.2124151      0.9988255      0.8536687      0.7449615      1.0046923     17.6402912      2.7667499     16.2549973
    160.5202942     15.6905146      3.8201475      1.5642079      1.2101990      0.9961939      0.8518968      0.7438915      1.0012580     17.6599827      2.7698309     16.2873421
    160.6035461     15.6861668      3.8195033      1.5592797      1.1996286      0.9795635      0.8321474      0.7266179      0.9846399     17.6796150      2.7726247     16.3195095
    160.6867981     15.6822100      3.8193483      1.5558584      1.1918334      0.9670576      0.8170167      0.7131613      0.9724151     17.6995831      2.7749541     16.3519497
    160.7700653     15.6790743      3.8203423      1.5564890      1.1915807      0.9658697      0.8148094      0.7108862      0.9712420     17.7202377      2.7771103     16.3847008
    160.8533173     15.6767635      3.8224940      1.5610987      1.1983104      0.9750043      0.8250865      0.7195389      0.9801008     17.7415237      2.7792282     16.4181004
    160.9365845     15.6758852      3.8267202      1.5729359      1.2180923      1.0022862      0.8553876      0.7446857      1.0066820     17.7635860      2.7818587     16.4519501
    161.0198364     15.6754246      3.8314364      1.5863290      1.2400955      1.0311185      0.8862191      0.7695277      1.0351019     17.7861938      2.7846885     16.4861107
    161.1031036     15.6740761      3.8346474      1.5943935      1.2521510      1.0456507      0.8999286      0.7800216      1.0493630     17.8091354      2.7875795     16.5207825
    161.1863556     15.6718760      3.8363650      1.5971284      1.2550242      1.0471134      0.8983129      0.7777091      1.0510100     17.8322144      2.7914298     16.5566254
    161.2695923     15.6679277      3.8352239      1.5893817      1.2390662      1.0233116      0.8709704      0.7551727      1.0277736     17.8545895      2.7953546     16.5927734
    161.3528595     15.6637259      3.8335328      1.5795822      1.2204901      0.9976427      0.8431785      0.7328205      1.0025924     17.8768120      2.7984121     16.6285782
    161.4361115     15.6603594      3.8329749      1.5735122      1.2091610      0.9822412      0.8272458      0.7199724      0.9875948     17.8991470      2.8003690     16.6636944
    161.5193787     15.6574240      3.8329241      1.5689955      1.2001028      0.9694315      0.8136326      0.7085717      0.9750611     17.9218616      2.8021820     16.6988449
    161.6026306     15.6554184      3.8341410      1.5689507      1.1991823      0.9681557      0.8122957      0.7074540      0.9738440     17.9455414      2.8048327     16.7349091
    161.6858978     15.6539602      3.8360400      1.5710226      1.2016069      0.9714193      0.8162912      0.7111688      0.9769941     17.9698887      2.8076642     16.7716637
    161.7691498     15.6529465      3.8384328      1.5744679      1.2064956      0.9788944      0.8266405      0.7212235      0.9842835     17.9947739      2.8105750     16.8093033
    161.8524170     15.6520224      3.8408101      1.5773054      1.2095510      0.9825255      0.8310188      0.7251863      0.9878538     18.0200691      2.8135326     16.8491058
    161.9356537     15.6512260      3.8431835      1.5796267      1.2112597      0.9836520      0.8317113      0.7256142      0.9889900     18.0457630      2.8165185     16.8925800
