# xout	st_am	st_am2	st_am3	st_am4	st_am5	st_am6	st_am7	st_am8	st_am9	st_atm	st_atm2
    641.7454224   5014.4956055   6493.8154297   6574.2158203   4345.9233398   2427.2399902   1127.6064453    650.5708618   2212.2805176   3760.5339355     20.3762608    219.9262238
    641.8286743   5016.2031250   6496.0439453   6576.4746094   4347.4169922   2428.0737305   1127.9934082    650.7938843   2213.0402832   3761.7919922     20.3266144    219.8932648
    641.9119263   5017.9106445   6498.2729492   6578.7338867   4348.9101562   2428.9077148   1128.3802490    651.0169067   2213.8002930   3763.0498047     20.3616829    219.9289246
    641.9951782   5019.6181641   6500.5009766   6580.9926758   4350.4028320   2429.7414551   1128.7672119    651.2399292   2214.5598145   3764.3078613     20.4459686    220.0414886
    642.0783691   5021.3237305   6502.7285156   6583.2500000   4351.8955078   2430.5747070   1129.1539307    651.4627686   2215.3190918   3765.5646973     20.6548290    220.3467407
    642.1616821   5023.0322266   6504.9584961   6585.5107422   4353.3896484   2431.4091797   1129.5410156    651.6859131   2216.0795898   3766.8237305     21.5948448    220.9259644
    642.2449341   5024.7397461   6507.1870117   6587.7695312   4354.8833008   2432.2429199   1129.9279785    651.9089355   2216.8393555   3768.0815430     23.4527969    221.8370819
    642.3281860   5026.4472656   6509.4155273   6590.0288086   4356.3764648   2433.0766602   1130.3148193    652.1319580   2217.5988770   3769.3395996     36.5932388    223.8643646
    642.4114380   5028.1542969   6511.6440430   6592.2875977   4357.8701172   2433.9106445   1130.7017822    652.3549805   2218.3588867   3770.5974121     43.9155083    224.8520203
    642.4947510   5029.8627930   6513.8740234   6594.5483398   4359.3642578   2434.7451172   1131.0889893    652.5781250   2219.1191406   3771.8564453     42.8228416    224.4107971
    642.5780029   5031.5703125   6516.1030273   6596.8076172   4360.8574219   2435.5788574   1131.4759521    652.8011475   2219.8791504   3773.1142578     29.6467323    222.1936188
    642.6611938   5033.2763672   6518.3295898   6599.0644531   4362.3500977   2436.4121094   1131.8626709    653.0239868   2220.6381836   3774.3713379     21.3947506    220.5709229
    642.7444458   5034.9833984   6520.5585938   6601.3237305   4363.8432617   2437.2458496   1132.2495117    653.2470093   2221.3979492   3775.6291504     20.5786457    219.8725891
    642.8276978   5036.6909180   6522.7871094   6603.5825195   4365.3369141   2438.0795898   1132.6364746    653.4700317   2222.1579590   3776.8872070     20.2966690    219.5021667
    642.9110107   5038.3994141   6525.0170898   6605.8437500   4366.8310547   2438.9140625   1133.0236816    653.6931763   2222.9182129   3778.1457520     20.1204243    219.2155609
    642.9942627   5040.1064453   6527.2460938   6608.1025391   4368.3242188   2439.7480469   1133.4106445    653.9161987   2223.6779785   3779.4035645     20.0332108    219.0087585
    643.0775146   5041.8139648   6529.4741211   6610.3613281   4369.8178711   2440.5817871   1133.7976074    654.1392212   2224.4377441   3780.6616211     19.9900875    218.8661346
    643.1607666   5043.5214844   6531.7026367   6612.6206055   4371.3110352   2441.4155273   1134.1845703    654.3622437   2225.1975098   3781.9194336     19.9639320    218.7475891
    643.2440796   5045.2299805   6533.9331055   6614.8808594   4372.8056641   2442.2500000   1134.5717773    654.5854492   2225.9580078   3783.1784668     19.9559669    218.6546173
    643.3272705   5046.9355469   6536.1601562   6617.1386719   4374.2973633   2443.0832520   1134.9583740    654.8082886   2226.7170410   3784.4353027     19.9854126    218.5874329
    643.4105225   5048.6430664   6538.3881836   6619.3974609   4375.7910156   2443.9169922   1135.3453369    655.0312500   2227.4768066   3785.6933594     20.0294838    218.5231628
    643.4937744   5050.3505859   6540.6171875   6621.6562500   4377.2841797   2444.7509766   1135.7321777    655.2542725   2228.2368164   3786.9511719     20.0893230    218.4602051
    643.5770264   5052.0581055   6542.8457031   6623.9155273   4378.7773438   2445.5847168   1136.1191406    655.4772949   2228.9965820   3788.2092285     20.0616341    218.3824921
    643.6603394   5053.7661133   6545.0756836   6626.1757812   4380.2719727   2446.4189453   1136.5063477    655.7005005   2229.7568359   3789.4680176     20.0087490    218.3057709
    643.7435913   5055.4736328   6547.3046875   6628.4350586   4381.7651367   2447.2529297   1136.8933105    655.9235229   2230.5166016   3790.7260742     19.9313583    218.2321625
    643.8268433   5057.1811523   6549.5327148   6630.6938477   4383.2587891   2448.0866699   1137.2802734    656.1464844   2231.2766113   3791.9838867     19.9202366    218.1840820
    643.9100342   5058.8867188   6551.7602539   6632.9516602   4384.7509766   2448.9199219   1137.6668701    656.3693237   2232.0358887   3793.2409668     19.9284630    218.1481171
    643.9932861   5060.5942383   6553.9882812   6635.2104492   4386.2446289   2449.7536621   1138.0538330    656.5923462   2232.7954102   3794.4987793     19.9557018    218.1258087
    644.0765991   5062.3027344   6556.2187500   6637.4707031   4387.7387695   2450.5881348   1138.4410400    656.8154907   2233.5559082   3795.7575684     19.9825020    218.1233978
    644.1598511   5064.0102539   6558.4472656   6639.7299805   4389.2319336   2451.4218750   1138.8280029    657.0385132   2234.3156738   3797.0156250     20.0052700    218.1359863
    644.2431030   5065.7172852   6560.6757812   6641.9887695   4390.7255859   2452.2558594   1139.2149658    657.2615356   2235.0751953   3798.2734375     20.0225182    218.1669464
    644.3263550   5067.4248047   6562.9042969   6644.2480469   4392.2187500   2453.0895996   1139.6019287    657.4844971   2235.8352051   3799.5314941     20.0793819    218.2498322
    644.4096680   5069.1333008   6565.1347656   6646.5087891   4393.7133789   2453.9240723   1139.9891357    657.7077026   2236.5957031   3800.7902832     20.1981792    218.3883667
    644.4928589   5070.8393555   6567.3613281   6648.7656250   4395.2055664   2454.7573242   1140.3757324    657.9305420   2237.3549805   3802.0473633     20.3985023    218.5980225
    644.5761108   5072.5463867   6569.5903320   6651.0249023   4396.6987305   2455.5910645   1140.7626953    658.1535645   2238.1145020   3803.3051758     20.8897495    219.0647583
    644.6593628   5074.2539062   6571.8188477   6653.2836914   4398.1918945   2456.4248047   1141.1496582    658.3765869   2238.8742676   3804.5632324     23.0025864    219.9703064
    644.7426147   5075.9614258   6574.0468750   6655.5429688   4399.6850586   2457.2587891   1141.5366211    658.5995483   2239.6342773   3805.8210449     27.3837032    221.4658356
    644.8259277   5077.6694336   6576.2778320   6657.8037109   4401.1801758   2458.0932617   1141.9237061    658.8227539   2240.3945312   3807.0800781     30.0894794    222.3960419
    644.9091797   5079.3769531   6578.5058594   6660.0625000   4402.6733398   2458.9270020   1142.3106689    659.0457764   2241.1542969   3808.3378906     29.8870316    222.3869171
    644.9924316   5081.0844727   6580.7343750   6662.3217773   4404.1665039   2459.7607422   1142.6975098    659.2687988   2241.9140625   3809.5959473     25.7462807    221.1091766
    645.0756836   5082.7919922   6582.9633789   6664.5805664   4405.6596680   2460.5947266   1143.0844727    659.4918213   2242.6738281   3810.8537598     22.7314892    219.7769165
    645.1589355   5084.4985352   6585.1918945   6666.8398438   4407.1528320   2461.4284668   1143.4714355    659.7147827   2243.4338379   3812.1115723     20.8897247    218.7845612
    645.2421875   5086.2060547   6587.4199219   6669.0986328   4408.6464844   2462.2622070   1143.8583984    659.9378052   2244.1933594   3813.3696289     20.5890198    218.2940521
    645.3254395   5087.9135742   6589.6489258   6671.3579102   4410.1396484   2463.0961914   1144.2453613    660.1608276   2244.9533691   3814.6274414     21.8266125    218.1439056
    645.4086914   5089.6206055   6591.8774414   6673.6166992   4411.6333008   2463.9299316   1144.6322021    660.3838501   2245.7131348   3815.8854980     22.6704216    218.0458527
    645.4919434   5091.3281250   6594.1059570   6675.8754883   4413.1264648   2464.7636719   1145.0191650    660.6068726   2246.4729004   3817.1433105     22.7006264    217.9726105
    645.5752563   5093.0366211   6596.3364258   6678.1367188   4414.6206055   2465.5981445   1145.4063721    660.8300171   2247.2331543   3818.4023438     22.7967758    218.0747833
    645.6585083   5094.7441406   6598.5644531   6680.3955078   4416.1142578   2466.4321289   1145.7933350    661.0530396   2247.9929199   3819.6601562     23.0336208    218.1664429
    645.7416992   5096.4497070   6600.7919922   6682.6528320   4417.6064453   2467.2651367   1146.1800537    661.2758789   2248.7521973   3820.9172363     23.4686432    218.2146912
    645.8249512   5098.1572266   6603.0200195   6684.9116211   4419.1000977   2468.0991211   1146.5668945    661.4989014   2249.5122070   3822.1750488     22.1104317    217.8828430
    645.9082031   5099.8647461   6605.2485352   6687.1708984   4420.5932617   2468.9328613   1146.9538574    661.7219238   2250.2717285   3823.4331055     21.1321850    217.5625305
    645.9915161   5101.5732422   6607.4790039   6689.4316406   4422.0878906   2469.7673340   1147.3410645    661.9451294   2251.0322266   3824.6918945     21.0260124    217.3229065
    646.0747681   5103.2802734   6609.7075195   6691.6904297   4423.5810547   2470.6010742   1147.7280273    662.1680908   2251.7919922   3825.9499512     21.0444794    217.1866608
    646.1580200   5104.9877930   6611.9360352   6693.9497070   4425.0742188   2471.4350586   1148.1149902    662.3911133   2252.5517578   3827.2077637     20.8998947    217.0642242
    646.2412720   5106.6953125   6614.1645508   6696.2084961   4426.5673828   2472.2687988   1148.5018311    662.6141357   2253.3115234   3828.4655762     20.4857655    216.9449921
    646.3245239   5108.4018555   6616.3930664   6698.4677734   4428.0605469   2473.1025391   1148.8887939    662.8371582   2254.0712891   3829.7236328     20.5532990    216.8818207
    646.4077759   5110.1093750   6618.6215820   6700.7265625   4429.5541992   2473.9365234   1149.2756348    663.0601807   2254.8312988   3830.9814453     20.7134819    216.8339996
    646.4910278   5111.8168945   6620.8505859   6702.9853516   4431.0473633   2474.7702637   1149.6625977    663.2831421   2255.5908203   3832.2395020     20.9294720    216.7996979
    646.5742798   5113.5244141   6623.0786133   6705.2446289   4432.5410156   2475.6040039   1150.0495605    663.5061035   2256.3505859   3833.4973145     20.7526989    216.7371826
    646.6575317   5115.2314453   6625.3076172   6707.5034180   4434.0341797   2476.4379883   1150.4365234    663.7291260   2257.1105957   3834.7551270     20.4967213    216.6692963
    646.7408447   5116.9399414   6627.5375977   6709.7641602   4435.5283203   2477.2722168   1150.8237305    663.9523315   2257.8708496   3836.0139160     20.1909962    216.5983124
    646.8240967   5118.6474609   6629.7661133   6712.0229492   4437.0219727   2478.1059570   1151.2106934    664.1753540   2258.6306152   3837.2719727     20.1784725    216.5679779
    646.9073486   5120.3549805   6631.9951172   6714.2817383   4438.5151367   2478.9399414   1151.5976562    664.3983154   2259.3903809   3838.5297852     20.2097321    216.5508270
    646.9905396   5122.0605469   6634.2216797   6716.5395508   4440.0078125   2479.7729492   1151.9842529    664.6211548   2260.1496582   3839.7868652     20.2528915    216.5464935
    647.0738525   5123.7690430   6636.4516602   6718.7998047   4441.5019531   2480.6074219   1152.3714600    664.8443604   2260.9101562   3841.0456543     20.2810173    216.5699463
    647.1571045   5125.4765625   6638.6806641   6721.0590820   4442.9951172   2481.4414062   1152.7584229    665.0673828   2261.6696777   3842.3037109     20.3147564    216.6120758
    647.2403564   5127.1835938   6640.9091797   6723.3178711   4444.4887695   2482.2751465   1153.1453857    665.2904053   2262.4296875   3843.5615234     20.3605442    216.6783295
    647.3236084   5128.8911133   6643.1372070   6725.5771484   4445.9819336   2483.1088867   1153.5323486    665.5134277   2263.1894531   3844.8195801     20.3759174    216.7858276
    647.4068604   5130.5986328   6645.3662109   6727.8359375   4447.4755859   2483.9428711   1153.9193115    665.7363892   2263.9492188   3846.0773926     20.4904327    216.9485474
    647.4901733   5132.3071289   6647.5961914   6730.0966797   4448.9697266   2484.7773438   1154.3063965    665.9595947   2264.7094727   3847.3361816     20.7714977    217.1918182
    647.5733643   5134.0126953   6649.8237305   6732.3540039   4450.4619141   2485.6103516   1154.6931152    666.1824341   2265.4687500   3848.5932617     21.2002907    217.6425018
    647.6566162   5135.7202148   6652.0517578   6734.6127930   4451.9550781   2486.4443359   1155.0799561    666.4054565   2266.2285156   3849.8510742     22.3339462    218.4027557
    647.7398682   5137.4277344   6654.2802734   6736.8720703   4453.4482422   2487.2780762   1155.4669189    666.6284790   2266.9885254   3851.1091309     24.5858459    219.6225433
    647.8231201   5139.1352539   6656.5092773   6739.1308594   4454.9418945   2488.1118164   1155.8538818    666.8514404   2267.7480469   3852.3669434     33.8781281    221.6069031
    647.9064331   5140.8432617   6658.7392578   6741.3916016   4456.4360352   2488.9462891   1156.2410889    667.0746460   2268.5085449   3853.6259766     39.6284714    222.6439514
    647.9896851   5142.5507812   6660.9677734   6743.6508789   4457.9296875   2489.7802734   1156.6280518    667.2976685   2269.2683105   3854.8837891     37.9116173    221.9406433
    648.0729370   5144.2583008   6663.1967773   6745.9096680   4459.4228516   2490.6140137   1157.0148926    667.5206909   2270.0283203   3856.1418457     28.4196777    219.7266693
    648.1561279   5145.9643555   6665.4233398   6748.1669922   4460.9155273   2491.4472656   1157.4016113    667.7435303   2270.7873535   3857.3986816     21.5004978    217.9139099
    648.2394409   5147.6723633   6667.6533203   6750.4277344   4462.4096680   2492.2817383   1157.7888184    667.9666748   2271.5476074   3858.6577148     20.7093220    217.1254425
    648.3226929   5149.3798828   6669.8823242   6752.6870117   4463.9028320   2493.1154785   1158.1757812    668.1896973   2272.3076172   3859.9155273     20.4477291    216.6882172
    648.4059448   5151.0874023   6672.1103516   6754.9458008   4465.3964844   2493.9492188   1158.5627441    668.4127197   2273.0673828   3861.1735840     20.3096905    216.3599854
    648.4891968   5152.7944336   6674.3393555   6757.2045898   4466.8896484   2494.7832031   1158.9495850    668.6357422   2273.8269043   3862.4313965     20.2506142    216.1298676
    648.5724487   5154.5019531   6676.5678711   6759.4638672   4468.3833008   2495.6169434   1159.3365479    668.8587646   2274.5869141   3863.6894531     20.1783524    215.9638062
    648.6557617   5156.2104492   6678.7978516   6761.7241211   4469.8774414   2496.4514160   1159.7237549    669.0818481   2275.3471680   3864.9482422     20.1143589    215.8271179
    648.7390137   5157.9174805   6681.0268555   6763.9833984   4471.3706055   2497.2851562   1160.1107178    669.3048706   2276.1069336   3866.2060547     20.0679703    215.7245483
    648.8222046   5159.6235352   6683.2534180   6766.2407227   4472.8632812   2498.1184082   1160.4974365    669.5277710   2276.8662109   3867.4631348     20.0612144    215.6477509
    648.9054565   5161.3310547   6685.4819336   6768.5000000   4474.3559570   2498.9521484   1160.8842773    669.7507935   2277.6259766   3868.7209473     20.0578861    215.5779877
    648.9887695   5163.0395508   6687.7124023   6770.7602539   4475.8510742   2499.7866211   1161.2714844    669.9739380   2278.3864746   3869.9799805     20.0500546    215.5136719
    649.0720215   5164.7465820   6689.9409180   6773.0190430   4477.3442383   2500.6206055   1161.6583252    670.1969604   2279.1459961   3871.2377930     20.0974274    215.4698486
    649.1552734   5166.4541016   6692.1689453   6775.2783203   4478.8378906   2501.4543457   1162.0452881    670.4199219   2279.9060059   3872.4958496     20.1359692    215.4303131
    649.2385254   5168.1616211   6694.3979492   6777.5371094   4480.3305664   2502.2880859   1162.4322510    670.6429443   2280.6657715   3873.7536621     20.1439934    215.3927002
    649.3217773   5169.8686523   6696.6264648   6779.7963867   4481.8237305   2503.1220703   1162.8192139    670.8659668   2281.4255371   3875.0117188     20.0975552    215.3504791
    649.4050293   5171.5756836   6698.8554688   6782.0551758   4483.3173828   2503.9558105   1163.2061768    671.0889893   2282.1853027   3876.2695312     20.0673447    215.3123169
    649.4882812   5173.2832031   6701.0834961   6784.3139648   4484.8105469   2504.7895508   1163.5930176    671.3120117   2282.9450684   3877.5275879     20.0813313    215.2826691
    649.5715332   5174.9907227   6703.3120117   6786.5732422   4486.3041992   2505.6235352   1163.9799805    671.5349731   2283.7048340   3878.7854004     20.0810680    215.2667694
    649.6547852   5176.6982422   6705.5410156   6788.8320312   4487.7973633   2506.4570312   1164.3669434    671.7579956   2284.4648438   3880.0434570     20.0754910    215.2558594
    649.7380371   5178.4047852   6707.7695312   6791.0913086   4489.2910156   2507.2910156   1164.7539062    671.9810181   2285.2243652   3881.3012695     20.0645676    215.2498627
    649.8213501   5180.1137695   6709.9995117   6793.3520508   4490.7851562   2508.1254883   1165.1411133    672.2042236   2285.9848633   3882.5598145     20.0652237    215.2353058
    649.9046021   5181.8212891   6712.2285156   6795.6108398   4492.2783203   2508.9592285   1165.5280762    672.4272461   2286.7446289   3883.8178711     20.0806217    215.2253571
    649.9877930   5183.5268555   6714.4550781   6797.8681641   4493.7709961   2509.7924805   1165.9146729    672.6500854   2287.5039062   3885.0749512     20.1191902    215.2263489
    650.0710449   5185.2343750   6716.6840820   6800.1269531   4495.2641602   2510.6262207   1166.3016357    672.8730469   2288.2636719   3886.3330078     20.1449127    215.2461243
    650.1543579   5186.9428711   6718.9140625   6802.3881836   4496.7587891   2511.4606934   1166.6888428    673.0962524   2289.0239258   3887.5915527     20.1566143    215.2731018
    650.2376099   5188.6503906   6721.1420898   6804.6469727   4498.2519531   2512.2944336   1167.0758057    673.3192749   2289.7839355   3888.8496094     20.1465893    215.3074036
    650.3208618   5190.3574219   6723.3710938   6806.9062500   4499.7451172   2513.1284180   1167.4626465    673.5422974   2290.5437012   3890.1074219     20.1719971    215.3680573
    650.4041138   5192.0649414   6725.5996094   6809.1650391   4501.2387695   2513.9621582   1167.8496094    673.7653198   2291.3032227   3891.3654785     20.2556553    215.4553375
    650.4873657   5193.7719727   6727.8281250   6811.4238281   4502.7319336   2514.7958984   1168.2364502    673.9882812   2292.0632324   3892.6232910     20.4361134    215.5835419
    650.5706787   5195.4804688   6730.0585938   6813.6845703   4504.2265625   2515.6303711   1168.6237793    674.2114258   2292.8234863   3893.8823242     20.7247009    215.8178558
    650.6538696   5197.1865234   6732.2851562   6815.9418945   4505.7182617   2516.4636230   1169.0103760    674.4343262   2293.5827637   3895.1391602     22.3039284    216.2292023
    650.7371216   5198.8940430   6734.5136719   6818.2011719   4507.2119141   2517.2973633   1169.3973389    674.6573486   2294.3425293   3896.3972168     26.2790756    216.9391785
    650.8203735   5200.6015625   6736.7426758   6820.4599609   4508.7050781   2518.1313477   1169.7843018    674.8803711   2295.1022949   3897.6550293     26.8475800    217.1154480
    650.9036865   5202.3095703   6738.9726562   6822.7202148   4510.1992188   2518.9658203   1170.1715088    675.1034546   2295.8627930   3898.9138184     25.4618130    217.0189819
    650.9869385   5204.0170898   6741.2006836   6824.9794922   4511.6928711   2519.7995605   1170.5584717    675.3264771   2296.6223145   3900.1718750     21.5447121    216.5894012
    651.0701904   5205.7246094   6743.4296875   6827.2382812   4513.1860352   2520.6333008   1170.9453125    675.5494995   2297.3823242   3901.4296875     20.9343338    216.7118073
    651.1534424   5207.4321289   6745.6582031   6829.4975586   4514.6796875   2521.4672852   1171.3322754    675.7725220   2298.1420898   3902.6877441     21.0772514    217.0738983
    651.2366333   5209.1376953   6747.8852539   6831.7548828   4516.1718750   2522.3002930   1171.7189941    675.9954224   2298.9013672   3903.9445801     21.4857216    217.6994934
    651.3199463   5210.8461914   6750.1152344   6834.0156250   4517.6665039   2523.1347656   1172.1062012    676.2185669   2299.6616211   3905.2036133     23.5034161    219.0828094
    651.4031982   5212.5537109   6752.3437500   6836.2744141   4519.1596680   2523.9687500   1172.4931641    676.4415283   2300.4213867   3906.4614258     31.2066078    221.2331696
    651.4864502   5214.2612305   6754.5727539   6838.5332031   4520.6528320   2524.8024902   1172.8801270    676.6645508   2301.1811523   3907.7194824     49.4132004    224.6008911
    651.5697021   5215.9682617   6756.8012695   6840.7924805   4522.1464844   2525.6362305   1173.2669678    676.8875732   2301.9411621   3908.9772949     52.8250198    225.2660980
    651.6530151   5217.6767578   6759.0312500   6843.0532227   4523.6406250   2526.4707031   1173.6541748    677.1107788   2302.7014160   3910.2363281     47.0804443    224.2585754
    651.7362671   5219.3842773   6761.2602539   6845.3125000   4525.1342773   2527.3046875   1174.0410156    677.3338013   2303.4611816   3911.4941406     28.9518719    220.9884338
    651.8194580   5221.0898438   6763.4868164   6847.5693359   4526.6259766   2528.1376953   1174.4277344    677.5565796   2304.2204590   3912.7512207     23.6846466    219.1651459
    651.9027100   5222.7973633   6765.7153320   6849.8281250   4528.1196289   2528.9716797   1174.8146973    677.7796021   2304.9802246   3914.0090332     21.6819344    217.9440918
    651.9859619   5224.5048828   6767.9438477   6852.0874023   4529.6127930   2529.8054199   1175.2015381    678.0026245   2305.7399902   3915.2670898     21.1349354    217.3600006
    652.0692749   5226.2133789   6770.1738281   6854.3481445   4531.1074219   2530.6398926   1175.5888672    678.2258301   2306.5002441   3916.5258789     20.8288612    217.1018982
    652.1525269   5227.9204102   6772.4028320   6856.6074219   4532.6005859   2531.4736328   1175.9757080    678.4488525   2307.2602539   3917.7836914     20.7363243    217.0138092
    652.2357788   5229.6279297   6774.6313477   6858.8662109   4534.0937500   2532.3076172   1176.3626709    678.6718140   2308.0200195   3919.0417480     20.9766884    217.1356812
    652.3190308   5231.3349609   6776.8598633   6861.1250000   4535.5874023   2533.1413574   1176.7496338    678.8948364   2308.7795410   3920.2995605     20.9705582    217.4942017
    652.4022827   5233.0424805   6779.0883789   6863.3842773   4537.0805664   2533.9750977   1177.1365967    679.1178589   2309.5395508   3921.5576172     20.8172855    218.0979156
    652.4855347   5234.7495117   6781.3168945   6865.6430664   4538.5737305   2534.8088379   1177.5235596    679.3408813   2310.2993164   3922.8154297     20.4663277    219.1045990
    652.5687866   5236.4570312   6783.5454102   6867.9023438   4540.0673828   2535.6425781   1177.9104004    679.5639038   2311.0593262   3924.0734863     20.3826218    221.6424561
    652.6520386   5238.1645508   6785.7744141   6870.1611328   4541.5605469   2536.4765625   1178.2973633    679.7869263   2311.8188477   3925.3312988     20.3731461    226.3226776
    652.7352905   5239.8715820   6788.0024414   6872.4204102   4543.0541992   2537.3103027   1178.6843262    680.0098877   2312.5786133   3926.5893555     20.4011517    234.7873840
    652.8186035   5241.5800781   6790.2329102   6874.6806641   4544.5483398   2538.1447754   1179.0715332    680.2330933   2313.3391113   3927.8481445     20.4876270    242.6477509
    652.9018555   5243.2875977   6792.4614258   6876.9394531   4546.0419922   2538.9785156   1179.4584961    680.4561157   2314.0986328   3929.1062012     20.5571728    246.3510590
    652.9851074   5244.9951172   6794.6899414   6879.1987305   4547.5351562   2539.8125000   1179.8454590    680.6791382   2314.8586426   3930.3640137     20.5649986    241.6113586
    653.0682983   5246.7006836   6796.9169922   6881.4560547   4549.0273438   2540.6455078   1180.2320557    680.9019775   2315.6179199   3931.6210938     20.5386143    233.1889496
    653.1515503   5248.4082031   6799.1455078   6883.7153320   4550.5205078   2541.4794922   1180.6188965    681.1249390   2316.3776855   3932.8789062     20.5439568    225.6144104
    653.2348633   5250.1166992   6801.3754883   6885.9755859   4552.0151367   2542.3139648   1181.0061035    681.3480835   2317.1379395   3934.1376953     20.6331024    221.5787354
    653.3181152   5251.8237305   6803.6044922   6888.2343750   4553.5087891   2543.1477051   1181.3930664    681.5711060   2317.8977051   3935.3957520     20.8103771    219.8826294
    653.4013672   5253.5312500   6805.8330078   6890.4936523   4555.0019531   2543.9814453   1181.7800293    681.7941284   2318.6577148   3936.6535645     21.0920277    219.0304108
    653.4846191   5255.2382812   6808.0610352   6892.7524414   4556.4951172   2544.8154297   1182.1669922    682.0171509   2319.4174805   3937.9113770     21.5565758    218.8785706
    653.5679321   5256.9472656   6810.2919922   6895.0136719   4557.9897461   2545.6499023   1182.5541992    682.2402954   2320.1777344   3939.1701660     22.5410919    219.3988495
    653.6511230   5258.6528320   6812.5185547   6897.2705078   4559.4814453   2546.4829102   1182.9407959    682.4631348   2320.9370117   3940.4272461     31.7493782    220.9718170
    653.7343750   5260.3603516   6814.7470703   6899.5297852   4560.9750977   2547.3168945   1183.3277588    682.6861572   2321.6967773   3941.6850586     58.6894035    224.5166931
    653.8176270   5262.0678711   6816.9755859   6901.7885742   4562.4682617   2548.1506348   1183.7147217    682.9091797   2322.4565430   3942.9431152     64.2529297    225.4135590
    653.9008789   5263.7749023   6819.2041016   6904.0473633   4563.9619141   2548.9843750   1184.1016846    683.1322021   2323.2163086   3944.2009277     56.3226776    224.5579681
    653.9841919   5265.4833984   6821.4340820   6906.3085938   4565.4560547   2549.8188477   1184.4888916    683.3553467   2323.9765625   3945.4599609     29.4068642    221.1711273
    654.0674438   5267.1909180   6823.6630859   6908.5673828   4566.9492188   2550.6528320   1184.8758545    683.5783691   2324.7365723   3946.7177734     23.0856018    219.8521729
    654.1506958   5268.8984375   6825.8916016   6910.8266602   4568.4428711   2551.4865723   1185.2626953    683.8013916   2325.4963379   3947.9758301     21.9994335    219.2599945
    654.2339478   5270.6049805   6828.1201172   6913.0854492   4569.9360352   2552.3203125   1185.6496582    684.0244141   2326.2561035   3949.2336426     21.8373928    219.2113647
    654.3171387   5272.3115234   6830.3471680   6915.3427734   4571.4287109   2553.1535645   1186.0363770    684.2472534   2327.0153809   3950.4907227     21.9215469    219.5078888
    654.4004517   5274.0200195   6832.5771484   6917.6035156   4572.9228516   2553.9880371   1186.4235840    684.4704590   2327.7756348   3951.7495117     22.2244892    220.0451660
    654.4837036   5275.7275391   6834.8061523   6919.8623047   4574.4165039   2554.8217773   1186.8104248    684.6934204   2328.5356445   3953.0073242     22.8901081    220.9402924
    654.5669556   5277.4345703   6837.0341797   6922.1215820   4575.9096680   2555.6557617   1187.1972656    684.9164429   2329.2951660   3954.2653809     25.3821659    222.6032562
    654.6502075   5279.1416016   6839.2626953   6924.3803711   4577.4028320   2556.4895020   1187.5842285    685.1394653   2330.0549316   3955.5231934     30.8531990    224.7613525
    654.7335205   5280.8505859   6841.4931641   6926.6406250   4578.8974609   2557.3239746   1187.9714355    685.3626709   2330.8154297   3956.7822266     42.1684685    227.6313019
    654.8167725   5282.5581055   6843.7216797   6928.8999023   4580.3906250   2558.1577148   1188.3583984    685.5856934   2331.5751953   3958.0400391     57.8180351    230.1196289
    654.8999634   5284.2636719   6845.9487305   6931.1572266   4581.8828125   2558.9909668   1188.7451172    685.8084717   2332.3342285   3959.2971191     76.5737839    232.2774963
    654.9832153   5285.9711914   6848.1772461   6933.4165039   4583.3759766   2559.8247070   1189.1320801    686.0314941   2333.0942383   3960.5549316    100.1207275    233.8882599
    655.0664673   5287.6782227   6850.4057617   6935.6752930   4584.8696289   2560.6586914   1189.5189209    686.2545166   2333.8540039   3961.8129883    120.9722672    235.3131866
    655.1497803   5289.3867188   6852.6362305   6937.9360352   4586.3637695   2561.4931641   1189.9062500    686.4777222   2334.6142578   3963.0717773    130.1185760    236.2013245
    655.2330322   5291.0942383   6854.8647461   6940.1948242   4587.8569336   2562.3269043   1190.2930908    686.7007446   2335.3740234   3964.3298340    113.2015533    235.9302521
    655.3162842   5292.8017578   6857.0927734   6942.4536133   4589.3505859   2563.1606445   1190.6800537    686.9237061   2336.1340332   3965.5876465     82.0178375    234.0588074
    655.3995361   5294.5087891   6859.3217773   6944.7128906   4590.8437500   2563.9943848   1191.0670166    687.1467285   2336.8937988   3966.8457031     52.9436646    231.8799744
    655.4827881   5296.2158203   6861.5502930   6946.9716797   4592.3374023   2564.8281250   1191.4539795    687.3697510   2337.6533203   3968.1035156     37.6572113    229.9458618
    655.5660400   5297.9233398   6863.7788086   6949.2309570   4593.8305664   2565.6621094   1191.8409424    687.5927734   2338.4133301   3969.3613281     47.4807510    230.2452240
    655.6492920   5299.6308594   6866.0073242   6951.4897461   4595.3237305   2566.4958496   1192.2277832    687.8157959   2339.1730957   3970.6193848     59.1273804    230.9388885
    655.7325439   5301.3383789   6868.2358398   6953.7490234   4596.8173828   2567.3295898   1192.6147461    688.0388184   2339.9328613   3971.8771973     59.3148079    231.1766510
    655.8157959   5303.0449219   6870.4648438   6956.0078125   4598.3105469   2568.1635742   1193.0017090    688.2617798   2340.6926270   3973.1352539     74.6334076    232.2879333
    655.8991089   5304.7539062   6872.6948242   6958.2685547   4599.8051758   2568.9980469   1193.3887939    688.4849243   2341.4528809   3974.3940430     97.9882812    233.9128571
    655.9823608   5306.4614258   6874.9233398   6960.5278320   4601.2983398   2569.8317871   1193.7757568    688.7079468   2342.2128906   3975.6520996    131.1605377    236.2259216
