icm	trans
15.533521	0.97238
15.584284	0.97011
15.635047	0.96927
15.68581	0.97005
15.736573	0.97491
15.787336	0.96968
15.838099	0.9655
15.888862	0.9662
15.939625	0.96606
15.990388	0.96914
16.041151	0.9723
16.091914	0.97416
16.142677	0.96976
16.19344	0.96499
16.244203	0.96655
16.294966	0.97041
16.345729	0.96898
16.396492	0.96624
16.447255	0.96804
16.498018	0.97013
16.548781	0.97298
16.599544	0.97086
16.650307	0.96381
16.70107	0.96236
16.751833	0.96404
16.802596	0.96823
16.853359	0.97546
16.904122	0.97508
16.954885	0.96811
17.005648	0.96194
17.056411	0.96237
17.107174	0.96785
17.157937	0.9698
17.2087	0.96784
17.259463	0.96792
17.310226	0.96683
17.360989	0.9655
17.411752	0.96868
17.462515	0.96784
17.513278	0.96345
17.564041	0.9623
17.614804	0.96569
17.665567	0.97017
17.71633	0.96843
17.767093	0.96411
17.817856	0.96302
17.868619	0.96193
17.919382	0.96106
17.970145	0.96407
18.020908	0.96506
18.071671	0.96376
18.122434	0.96162
18.173197	0.95964
18.22396	0.96293
18.274723	0.96409
18.325486	0.96145
18.376249	0.95979
18.427012	0.95919
18.477775	0.95799
18.528538	0.96254
18.579301	0.96711
18.630064	0.96267
18.680827	0.9599
18.73159	0.95825
18.782353	0.95945
18.833116	0.9597
18.883879	0.95747
18.934642	0.95834
18.985405	0.95993
19.036168	0.96046
19.086931	0.96059
19.137694	0.96023
19.188457	0.95892
19.23922	0.95746
19.289983	0.95576
19.340746	0.95818
19.391509	0.96218
19.442272	0.96239
19.493035	0.95984
19.543798	0.9573
19.594561	0.95679
19.645324	0.95664
19.696087	0.95801
19.74685	0.96009
19.797613	0.95918
19.848376	0.95779
19.899139	0.95753
19.949902	0.95767
20.000665	0.95615
20.051428	0.95536
20.102191	0.95631
20.152954	0.95557
20.203717	0.95547
20.25448	0.95533
20.305243	0.95509
20.356006	0.95374
20.406769	0.95172
20.457532	0.95426
20.508295	0.95671
20.559058	0.95477
20.609821	0.95289
20.660584	0.95196
20.711347	0.95101
20.76211	0.9519
20.812873	0.95205
20.863636	0.95282
20.914399	0.95121
20.965162	0.94876
21.015925	0.95184
21.066688	0.95297
21.117451	0.95204
21.168214	0.9513
21.218977	0.95075
21.26974	0.95016
21.320503	0.95088
21.371266	0.95063
21.422029	0.95017
21.472792	0.95037
21.523555	0.95041
21.574318	0.95194
21.625081	0.95287
21.675844	0.95274
21.726607	0.94834
21.77737	0.94694
21.828133	0.95024
21.878896	0.95185
21.929659	0.95261
21.980422	0.95314
22.031185	0.95019
22.081948	0.94705
22.132711	0.95031
22.183474	0.95177
22.234237	0.95113
22.285	0.94998
22.335763	0.94796
22.386526	0.94923
22.437289	0.95287
22.488052	0.95309
22.538815	0.95025
22.589578	0.94841
22.640341	0.94733
22.691104	0.94854
22.741867	0.94826
22.79263	0.94658
22.843393	0.94422
22.894156	0.94415
22.944919	0.94807
22.995682	0.94964
23.046445	0.94857
23.097208	0.94496
23.147971	0.94237
23.198734	0.9434
23.249497	0.94597
23.30026	0.94644
23.351023	0.94471
23.401786	0.94302
23.452549	0.94131
23.503312	0.94255
23.554075	0.94497
23.604838	0.94383
23.655601	0.94146
23.706364	0.93995
23.757127	0.94005
23.80789	0.94314
23.858653	0.94203
23.909416	0.94056
23.960179	0.93936
24.010942	0.93598
24.061705	0.93689
24.112468	0.93937
24.163231	0.93923
24.213994	0.9374
24.264757	0.93742
24.31552	0.93739
24.366283	0.9375
24.417046	0.93783
24.467809	0.93584
24.518572	0.93318
24.569335	0.9352
24.620098	0.93808
24.670861	0.93664
24.721624	0.93466
24.772387	0.93079
24.82315	0.92885
24.873913	0.93169
24.924676	0.93432
24.975439	0.93319
25.026202	0.93284
25.076965	0.93447
25.127728	0.93115
25.178491	0.92881
25.229254	0.92923
25.280017	0.92746
25.33078	0.9277
25.381543	0.93148
25.432306	0.93161
25.483069	0.92931
25.533832	0.92628
25.584595	0.92263
25.635358	0.92203
25.686121	0.92405
25.736884	0.92604
25.787647	0.92439
25.83841	0.92216
25.889173	0.92051
25.939936	0.92004
25.990699	0.9218
26.041462	0.92181
26.092225	0.92032
26.142988	0.91867
26.193751	0.91744
26.244514	0.91823
26.295277	0.92037
26.34604	0.9205
26.396803	0.91787
26.447566	0.91587
26.498329	0.91605
26.549092	0.91718
26.599855	0.91761
26.650618	0.91716
26.701381	0.91741
26.752144	0.91865
26.802907	0.91817
26.85367	0.91702
26.904433	0.91583
26.955196	0.91469
27.005959	0.91542
27.056722	0.91652
27.107485	0.91869
27.158248	0.91955
27.209011	0.91668
27.259774	0.91381
27.310537	0.91366
27.3613	0.91538
27.412063	0.91696
27.462826	0.91749
27.513589	0.91703
27.564352	0.9154
27.615115	0.91275
27.665878	0.91271
27.716641	0.91365
27.767404	0.91359
27.818167	0.91405
27.86893	0.91335
27.919693	0.91188
27.970456	0.91014
28.021219	0.91014
28.071982	0.91107
28.122745	0.91159
28.173508	0.91128
28.224271	0.91064
28.275034	0.91039
28.325797	0.90853
28.37656	0.90839
28.427323	0.90914
28.478086	0.90895
28.528849	0.90888
28.579612	0.90858
28.630375	0.90815
28.681138	0.9076
28.731901	0.90648
28.782664	0.90632
28.833427	0.90754
28.88419	0.90754
28.934953	0.9078
28.985716	0.90721
29.036479	0.90686
29.087242	0.90777
29.138005	0.90764
29.188768	0.90768
29.239531	0.90785
29.290294	0.9074
29.341057	0.90632
29.39182	0.90803
29.442583	0.91034
29.493346	0.91036
29.544109	0.90966
29.594872	0.90778
29.645635	0.90673
29.696398	0.90736
29.747161	0.90921
29.797924	0.90885
29.848687	0.9081
29.89945	0.90818
29.950213	0.90602
30.000976	0.9052
30.051739	0.90571
30.102502	0.90511
30.153265	0.90571
30.204028	0.90795
30.254791	0.90775
30.305554	0.90595
30.356317	0.90417
30.40708	0.90279
30.457843	0.90263
30.508606	0.90403
30.559369	0.9058
30.610132	0.90528
30.660895	0.90259
30.711658	0.89958
30.762421	0.89902
30.813184	0.89958
30.863947	0.90032
30.91471	0.89978
30.965473	0.89918
31.016236	0.89958
31.066999	0.89882
31.117762	0.8996
31.168525	0.89855
31.219288	0.8965
31.270051	0.89634
31.320814	0.89614
31.371577	0.89724
31.42234	0.89728
31.473103	0.89558
31.523866	0.89485
31.574629	0.89634
31.625392	0.89651
31.676155	0.89522
31.726918	0.89458
31.777681	0.89398
31.828444	0.89463
31.879207	0.89499
31.92997	0.89509
