icm	trans
37.81848	0.00121
37.86924	0.00058
37.92000	0.00031
37.97077	0.00085
38.02153	0.00075
38.07229	0.00048
38.12306	0.00109
38.17382	0.00119
38.22458	0.00078
38.27535	0.00083
38.32611	0.00119
38.37687	0.00083
38.42763	0.00100
38.47840	0.00100
38.52916	0.00056
38.57992	0.00055
38.63069	0.00118
38.68145	0.00182
38.73221	0.00072
38.78298	0.00030
38.83374	0.00085
38.88450	0.00295
38.93526	0.00308
38.98603	0.00342
39.03679	0.00493
39.08755	0.00345
39.13832	0.00243
39.18908	0.00265
39.23984	0.00253
39.29061	0.00312
39.34137	0.00360
39.39213	0.00123
39.44289	0.00100
39.49366	0.00112
39.54442	0.00027
39.59518	0.00019
39.64595	0.00100
39.69671	0.00100
39.74747	0.00100
39.79824	0.00201
39.84900	0.00540
39.89976	0.00382
39.95052	0.00139
40.00129	0.00188
100.00000	0.00500
1000.00000	0.05000
