#DataThief /Users/zkermish/Dropbox/Screen Captures/Screen Shot 2014-01-20 at 4.23.32 PM.png Monday 20-Jan-2014 11:51:31 PM
72.1721, 13.8366
72.3155, 13.9232
72.459, 13.923
72.6025, 14.0097
72.7459, 14.0963
72.8893, 14.0961
73.0328, 14.1827
73.1762, 14.2694
73.3197, 14.2692
73.4631, 14.3558
73.6066, 14.4425
73.75, 14.4423
73.8934, 14.5289
74.0369, 14.5287
74.1803, 14.6154
74.3237, 14.702
74.4672, 14.7018
74.6107, 14.7884
74.7541, 14.8751
74.8975, 14.8749
75.041, 14.9615
75.1844, 15.0481
75.3279, 15.048
75.4713, 15.1346
75.6148, 15.1344
75.7582, 15.221
75.9016, 15.3077
76.0451, 15.3075
76.1885, 15.3941
76.332, 15.4807
76.4754, 15.5674
76.6189, 15.654
76.7623, 15.6538
76.9057, 15.6536
77.0492, 15.7403
77.1926, 15.8269
77.3361, 15.8267
77.4795, 15.9133
77.623, 16.0
77.7664, 15.9998
77.9098, 16.0864
78.0533, 16.0862
78.1967, 16.1729
78.3402, 16.2595
78.4836, 16.2593
78.627, 16.3458
78.7705, 16.4325
78.9139, 16.4324
79.0574, 16.519
79.2008, 16.6057
79.3443, 16.6055
79.4877, 16.6921
79.6311, 16.7787
79.7746, 16.7786
79.918, 16.8652
80.0615, 16.865
80.2049, 16.9516
80.3484, 17.0383
80.4918, 17.0381
80.6352, 17.1247
80.7787, 17.2113
80.9221, 17.2112
81.0656, 17.2978
81.209, 17.3844
81.3525, 17.3841
81.4959, 17.4708
81.6393, 17.5575
81.7828, 17.5573
81.9262, 17.6439
82.0697, 17.7306
82.2131, 17.7304
82.3566, 17.817
82.5, 17.8168
82.6434, 17.9035
82.7869, 17.9901
82.9303, 17.9899
83.0738, 18.0765
83.2172, 18.1632
83.3607, 18.163
83.5041, 18.2496
83.6475, 18.3363
83.791, 18.3361
83.9344, 18.4227
84.0779, 18.5093
84.2213, 18.5091
84.3648, 18.5958
84.5082, 18.5956
84.6516, 18.6822
84.7951, 18.7689
84.9385, 18.7687
85.082, 18.8553
85.2254, 18.9419
85.3689, 18.9418
85.5123, 19.0284
85.6557, 19.115
85.7992, 19.1148
85.9426, 19.2015
86.0861, 19.2881
86.2295, 19.2879
86.373, 19.3745
86.5164, 19.4612
86.6598, 19.461
86.8033, 19.5476
86.9466, 19.5474
87.0902, 19.6341
87.2336, 19.7207
87.377, 19.7205
87.5205, 19.8071
87.6639, 19.8938
87.8074, 19.8936
87.9508, 19.9802
88.0943, 20.0668
88.2377, 20.0667
88.3811, 20.1533
88.5246, 20.2399
88.668, 20.2397
88.8115, 20.3264
88.9548, 20.413
89.0984, 20.4128
89.2418, 20.4995
89.3852, 20.5861
89.5287, 20.5859
89.6721, 20.6724
89.8155, 20.6724
89.959, 20.759
90.1025, 20.8456
90.2459, 20.8454
90.3893, 20.9321
90.5328, 21.0187
90.6762, 21.0185
90.8197, 21.1051
90.963, 21.1918
91.1066, 21.1916
91.25, 21.2782
91.3934, 21.3648
91.5369, 21.3647
91.6803, 21.4513
91.8237, 21.5379
91.9672, 21.5377
92.1107, 21.6244
92.2541, 21.7109
92.3975, 21.7107
92.541, 21.7974
92.6844, 21.7973
92.8279, 21.8839
92.9713, 21.9705
93.1148, 21.9703
93.2582, 22.057
93.4016, 22.1436
93.5451, 22.1434
93.6885, 22.23
93.8319, 22.3167
93.9754, 22.3165
94.1189, 22.4031
94.2623, 22.4898
94.4057, 22.4896
94.5492, 22.5762
94.6926, 22.6627
94.8361, 22.6627
94.9795, 22.7492
95.123, 22.8359
95.2664, 22.8357
95.4098, 22.9224
95.5533, 23.009
95.6966, 23.0088
95.8401, 23.0954
95.9836, 23.0953
96.127, 23.1819
96.2705, 23.2685
96.4139, 23.3551
96.5574, 23.355
96.7008, 23.4416
96.8443, 23.5282
96.9877, 23.528
97.1311, 23.6147
97.2746, 23.7013
97.418, 23.701
97.5615, 23.7877
97.7048, 23.8744
97.8484, 23.8742
97.9918, 23.9607
98.1352, 24.0475
98.2787, 24.0473
98.4221, 24.1339
98.5655, 24.2205
98.709, 24.2204
98.8525, 24.307
98.9959, 24.3936
99.1393, 24.4802
99.2828, 24.5669
99.4262, 24.6535
99.5697, 24.7401
